cluster_id,topk_rank,cid,cluster_prob,text
Pro-Climate_1,1,1334162301691158,1.0,Gas emissions are contributing to rising ocean temperatures. Reducing dependence on fossil fuels could slow down this trend.
Pro-Climate_1,2,1015760863790047,1.0,"Which is causing climate change: volcanoes or fossil fuels? Believe it or not, scientists can tell the difference. The carbon currently driving climate change carries a ""signature"" unique to fossil fuels, such as coal, oil, and natural gas. Natural systems, like volcanoes leave a different isotopic fingerprint. The data shows that the extra carbon found in our atmosphere is directly tied to human emissions, not natural processes."
Pro-Climate_1,3,bafyreifoyp6lraipbngavedi446sbrwimovn4ikbpy6ycwqaogvvsr5z2a,1.0,"""About 20 percent of the U.S. military’s annual operational emissions is devoted to protecting fossil fuel interests in the Gulf, which is warming twice as rapidly as the rest of the world"""
Pro-Climate_1,4,bafyreicq75kkmnldws2nss75fnau2rn2hazcwob26o3p6nhqeywgscjsti,1.0,Carbon capture and nuclear fusion take off and climate change is reversed
Pro-Climate_1,5,bafyreigfx4l2vroc5dkhghclvrqbdf6vsqlvlfkc2surnxm4a5kolng3lu,1.0,This net forcing increase is stronger in magnitude than the greenhouse gas decrease during the last glacial maximum!
Pro-Climate_10,1,bafyreiebaxoy5zbuh5nuqjyyz6seyy6lw7qwvb4xaljxaqmar2pbuanazu,1.0,"Oh look, something that directly impacts Newfoundland's very way of life is on the verge of collapse due to fossil fuel induced climate change. But @govnl.bsky.social position is ""all-in"" on oil-and-gas."
Pro-Climate_10,2,bafyreibylm6w34ybzut5dmrig4eycof4fxpv2sy3uij5g64q4sly22r5sy,1.0,"Jobs for Alberta, pollution for everyone else. And, let’s muzzle the scientists so no one notices."
Pro-Climate_10,3,bafyreigthivmxlyieiqb4v5eel7kr34r4jicavj2il33tgpcys6wlnyzre,1.0,"...Everyone has been suffering with this turmoil and the last thing we need in Canada is a reformacon government., Come hell or high water (inevitable with climate change) Trudeau and the Libs will fight for us...not just the wealthy."
Pro-Climate_10,4,bafyreif3kzjdkzt3dgadcc3deszcqekepvf3qusi2zavjvfko2tzwxfxcy,1.0,They love fossil fuel too Canada. It’s going to burn us to the ground. Everything good other than that.
Pro-Climate_10,5,bafyreihxfqunt74vacpx7houlz44vx324hup4pswcp4452ir3rcwgvhxhi,1.0,"Oh FFS. So let’s elect the literal climate change denying party. I am so SO sick of this shit. BECAUSE TRUDEAU ISN’T PERFECT LETS HELP ELECT FASCISTS THAT WILL RUIN PEOPLE’S LIVES! Governing in a country that is overwhelmingly foreign corporate owned, is a tightrope walk."
Pro-Climate_100,1,1680077496192138,1.0,Fossil fuels fuel the crisis. Tell Biden to halt these harmful projects—sign the petition today! 🌍✍️
Pro-Climate_100,2,490091797243547,1.0,Sign our petition demanding Chase Bank stop funding fossil fuel projects!
Pro-Climate_100,3,845036890934636,1.0,Will you sign our petition & tell Shell to stop fossil fuel expansion?
Pro-Climate_100,4,751079750367251,1.0,"Do you agree? ⬇️⁠ ⁠ The head of the United Nations has proposed a ban on advertising by the world's fossil fuel industries to combat climate change and protect the environment. ⁠ ⁠ ""UN Secretary General António Guterres called coal, oil, and gas corporations the 'godfathers of climate chaos' who had distorted the truth and deceived the public for decades. Just as tobacco advertising was banned because of the threat to health, the same should now apply to fossil fuels, he said."" ⁠ ⁠ Source: BBC⁠ ⁠ Time's up for Big Oil!"
Pro-Climate_100,5,bafyreia3tc6fhmt3qpxcciqjub7gwr4jilo6j3ufcybt422rivzjv6dqri,1.0,🚨URGENT: Can you take 2 mins now to ask your MP to support a ban on fossil fuel advertising and sponsorship at this coming Monday's debate?! We've banned tobacco ads and sponsorship for causing public harm. It's time for fossil fuel ads and sponsorship to go the same way. bit.ly/ban-fossil-a...
Pro-Climate_101,1,bafyreiac5udmyp6gexdilq64e4zz2uvnec4xssyonhw5c53csddlavgaja,1.0,Musk has used the ‘R’ word 16 times in his posts to refer to people with intellectual disability. He cancelled lots of medical programmes like Ebola *without* examining the evidence. The Trump administration is anti-climate change. Should Musk be a fellow of the Royal Society?
Pro-Climate_101,2,bafyreifdbnsk6movuib3mgq5nbqp7isnvba5h6vfbji43hbt5a7qd3wfm4,1.0,"I look forward to it. I presume Musk retains some rational thoughts and accepts scientists opinions on climate change, and so is completely at odds with his new protege and chums."
Pro-Climate_101,3,bafyreiefa4bcforvsgticm4ldjokqyth2ilv2ipus2bq67jcezzdanlv4q,1.0,"NYTimes Frontpage: Musk is a megalomaniac drug addict destroying millions of lives. also NYT Business: Musk is a prescient philanthropic longtermer just trying to save humanity, but only if it enriches his businesses and doesn’t mention climate change"
Pro-Climate_101,4,bafyreibaally3c6o2ujl7wqgttapcoulypisarifphwave5suttconwqbi,1.0,WaPo: “Musk’s Face-Melting Innovation Delivers Blow to Unproven Theory of Climate Change”
Pro-Climate_101,5,bafyreiewhdozmosq2rqj3fnllapskdczdhq4mgxggnizb2wt62uzi3r3de,1.0,"Irony: In 2018 Musk was pushing back on claims that he was a major GOP funder, and wanted to publicize his support for climate activism. How cynical do you have to be to change your stated beliefs that drastically?"
Pro-Climate_102,1,1456529635359394,1.0,"Heat pumps cool our homes better and hold a steady temperature to keep your home cool all summer. Because they run on electricity, heat pumps cool AND heat your home way more efficiently.​ Experts estimate that heat pumps can cut climate pollution from buildings by 40% or more."
Pro-Climate_102,2,894737012805719,1.0,"Thinking About How to Save on Energy Bills? 💡🏢 CCY Architects just installed an all-electric rooftop heat pump on their commercial office building in Basalt—and it’s proving that sustainable heating and cooling work, even in cold mountain temperatures. ❄️🔥 Switching from gas to an all-electric system means: ✅ Lower energy costs over time ✅ Heating & cooling in one efficient unit ✅ Enhanced indoor air quality & improved comfort ✅ A step toward 100% renewable energy From rebates to expert guidance, CORE can help make energy upgrades easier and more affordable. Contact the Energy Concierge Team today to get started."
Pro-Climate_102,3,1350480793064870,1.0,"Cold-climate heat pumps are the cleaner, greener way to heat and cool your home. Don’t just take our word for it: stop in to Springville Center for the Arts and experience the benefits of clean heating and cooling for yourself! #ExperienceCleanHeat,Cold-climate heat pumps are the cleaner, greener way to heat and cool your home. Don’t just take our word for it: stop in to Springville Center for the Arts and experience the benefits of clean heating and cooling for yourself! #ExperienceCleanHeat"
Pro-Climate_102,4,852037167003743,1.0,The ease and convenience of a heat pump means less time spent chopping wood or managing fuel deliveries and more time spent watching your team score the game-winning touchdown.
Pro-Climate_102,5,2151453188572848,1.0,"Cold-climate heat pumps don’t require the use of fossil fuels like oil or propane, so you’ll reduce your energy costs and eliminate the hassle of fuel deliveries. That’s why when we say that the cold-climate heat pump system is easier, cleaner, and more convenient, we mean it."
Pro-Climate_103,1,bafyreibakt4o5azm4vwfqa35r74yzzqyapqo52j7tcyhba42lw7a4z4k5m,1.0,"The Me Generation is ready to destroy the planet as they reach the end of the trail, due to a clinical case of FOMO. If there’s no sustainable planet left after they go, there’s no party that they’ll be missing."
Pro-Climate_103,2,bafyreihkqjmdidqfac4dod4ifapeonifnqjuc4iclb4yzjo2ukbcwulpme,1.0,"Next 200-300 years from climate change if we don't act now doesn't compute to most people"" but ""the world is on fire (aka YOU are dying imminently) and there's no clear immediate action you can take!"" Results in hopelessness and doomerism. In a country besieged by Armageddon groups it's doubly so"
Pro-Climate_103,3,bafyreibtz2oe4qhdjux3xygsspqsw33ifmxmniv3irqxxnweyrmcumvgjy,1.0,Just me or would it be kind of funny after all the anxiety invested in other existential threats like climate change if we were all wiped out by an asteroid in 2032 anyway?
Pro-Climate_103,4,bafyreicew7lygldnp5lwhl2pwtz4fkammtja6pp54cova4f2k2z3odl5dm,1.0,"It's a really aweful moment in human history. Climate Change... No fucks given War... In abundance. Death and the loss of countless innocent lives Plagues of viruses.. Bird Flu, Cøvid, Measles and more The demise of American society come at a cost to us all"
Pro-Climate_103,5,bafyreidvqxs4i3yantvb63xx2hffofmq7jazfb22qkkwqje5l6wadre2eq,1.0,As though life wasn't getting uncertain enough with infectious diseases running rampant and global warming threatening our food supply. 😡
Pro-Climate_104,1,685300314140680,1.0,"Offshore wind energy will help reduce pollution and keep our air and water cleaner, improving public health and reducing rates of asthma and cancer.,Offshore wind energy will help reduce pollution and keep our air and water cleaner, improving public health and reducing rates of asthma and cancer."
Pro-Climate_104,2,1186914179084914,1.0,"We need renewable energy, but 3 recent turbine blade failures are a stark warning about the dangers of poorly sited offshore wind. Join nearly 100 stakeholder organizations and tens of thousands of indviduals calling for the designation of Nantucket Sound as a National Historic Landmark. Without it, this treasured body of water remains at risk to future development."
Pro-Climate_104,3,426743073408896,1.0,Pier Wind is one step closer! Gov. Newsom signed a bill that will accelerate the construction of this groundbreaking offshore wind project at the Port of Long Beach. Bringing us one step closer to reaching our renewable energy goals.
Pro-Climate_104,4,456525840675188,1.0,"Manufacturing oversights happen with new offshore wind projects, but they are rare. Wind power is far safer than fossil fuels, and don't cause leaks, spills, or explosions that put lives at risk. https://bit.ly/3zc39aL"
Pro-Climate_104,5,633603349819454,1.0,Virginia offshore wind project is underway. To abandon it now would harm ratepayers.
Pro-Climate_105,1,bafyreif3noyknvnnrdrwqb2bo6vftzjejyijqd4wiyhgez6rjfan2qub7a,1.0,I'm on these 4 lists. apparently I'm a Trump supporter who doesn't believe in climate change. You couldn't make it up!
Pro-Climate_105,2,bafyreib3qyecoh4npfghnsxsulkwvknp3m26v6yngwgb3hqkzkuumx7hwa,1.0,"Trump and his people ran on the idea that climate change is nonsense, so it's not a surprise, just like what's happening to NOAA and the NWS."
Pro-Climate_105,3,bafyreigwl6mxapb43jda5somavboc6dwze5jf6kloyyojgxg7vjwwpcaei,1.0,"scientific evidence is overwhelming climate change global warming has already This adjudicated rapist & his billionaire oligarchs admin are science denies,We need a majority of Dems in both houses come midterms,"
Pro-Climate_105,4,bafyreidtwsygfgyhdi5eyeswzlioh4kjmynaarfpoqkgo4itgbzjtd52pm,1.0,I assume the reason they start talking about chemtrails after the flood is an attempt to inoculate the discussion against it becoming about stopping global warming. Trying to make it just 'he said/she said.'
Pro-Climate_105,5,bafyreihmc7u55mbjlk5uz2gyaj22v4qq5nfgailma7weghslheuot7mdk4,1.0,ICYM... I'm sure you didn't... Donald Trump to wrench the world's second-largest climate polluter out of the most important global pact to tackle global warming news.sky.com/story/donald...
Pro-Climate_106,1,bafyreih7mavx7hnoi5pt4w6reionz6zzo6dkacerzzkeyud7wooy5ijera,1.0,Full on maga and racist anti immigration and climate change. Please block if he tries to follow you?
Pro-Climate_106,2,bafyreifmru3dhsvu2v6i4lqf6kycvj2hubseo4puk43n7c7c2u7ew67exe,1.0,"Like, he's co-signing a government that wants to generate more pollution and starve people just to make the libs mad, all for the chance to take vaccines away from people. It's way more galling than just being a dumb racist!"
Pro-Climate_106,3,bafyreifbvpfgyfoxi5jexo5cbvzef6anrc3wu5c67agjtcyfro2l7kvysu,1.0,"He stands for what Trump is doing to the US, destroy Universal Healthcare, education and stop any action on climate change, Crush Unions and remove worker rights & conditions. People may not like Labor, but they are still the better option - unless you have a Community Independent. #auspol"
Pro-Climate_106,4,bafyreih56vhi5ywkpbipexdpc35mzn7mfznlaylvhilulyegxfukdlxy5a,1.0,Here he leans into the “Abundance” agenda. We all know what “all of the above” means by now. No surprise here.
Pro-Climate_106,5,bafyreig3lkhkawngxmbv3oznhh4yd3qybfngqpsdyje2oyf5vqf7bot734,1.0,"Said a while back, he's shown his colors. He is the elite. They want us dead. This may be a resource issue, due to global warming."
Pro-Climate_107,1,bafyreifcvkzqh2uqgaynzirb6jpxaviormgghpu7n24y5znjmzx2ao2ih4,1.0,"Also, he doesn't believe any sources of energy are ""clean"" or ""dirty"", but he *does* believe energy sources that don't produce 24/7 are meaningless. Also, climate change isn't innately good or bad."
Pro-Climate_107,2,bafyreih7jkkap5eyzi5jlktiz5h4nva3stafnqam44adnwltylyvkceznu,1.0,"I don't think the point is whether he""believes"" the science or not. Imo he understands perfectly, I think he has a personality disorder & only cares about money & power. If he bothers thinking past those he knows/believes he'll personally be insulated against the worst effects of climate change."
Pro-Climate_107,3,bafyreiby5s3m45cvudfajye4bnsz4iy6oifpcrnr2xorphigvy3tdm34fy,1.0,All because he believes in climate change and not being mean to people who wish to migrate??
Pro-Climate_107,4,bafyreidy5a7yndpuipwqebfozd4eojgy6vukvmbcuzyrqdx4lbzpra2m3i,1.0,"That’s gonna be pretty much the whole world, I assure you. Especially after the idiot rolls back all the climate change legislation because he’s too stupid to understand it…"
Pro-Climate_107,5,bafyreic7pqf53b5t56l3uphpeuvr3xntg6gvvj5ljzxn7fc4lclkt4o2wi,1.0,"He told Novara a few weeks ago that ""thinking about climate change is a luxury problem"". ?"
Pro-Climate_108,1,793460719943408,1.0,"With the world lagging behind schedule on dealing with climate pollution, bolder solutions are required."
Pro-Climate_108,2,560429143052877,1.0,“What is climate change other than a failure to love?”
Pro-Climate_108,3,478397795174236,1.0,We've made more climate progress in the U.S. in the past few years than ever. Let’s go. Further.
Pro-Climate_108,4,1487707965949561,1.0,"Climate crisis claims unravel when you focus on the facts. See the data for yourself.,Climate crisis claims unravel when you focus on the facts. See the data for yourself."
Pro-Climate_108,5,494599853195127,1.0,Human caused climate change is real. It’s harmful. And It’s happening now. We can still tackle climate change and thrive!
Pro-Climate_109,1,8772758472838199,1.0,"The Inflation Reduction Act (IRA)—the largest investment in combating climate change ever passed by Congress—is already bringing jobs, clean air, and savings to communities across the county. ❤️ #momsactnow #climatechange #ira"
Pro-Climate_109,2,1760662994698330,1.0,Take 2 minutes today to pick up the phone and tell your lawmakers to... Say NO to any cuts to EPA or other climate agency budgets. Say NO to cuts to the Inflation Reduction Act programs. #actnow #momsactnow #climatechange
Pro-Climate_109,3,1681029952737679,1.0,"Benefiting Republican and Democratic districts alike 🤝 The largest climate and clean energy law in U.S. history, the Inflation Reduction Act, is reducing harmful pollution, ushering in thousands of good-paying clean energy jobs, and bringing in billions of dollars in clean energy investments to the Southeast. That includes 181,996 new jobs and $282.05 billion in new investments across 321 clean energy projects in 146 Republican-held districts. Now, this landmark climate plan is being threatened by big polluters and their allies in Congress. Join us in calling on our leaders in Congress to stand up to attacks on federal climate funding by signing this petition (it just takes a minute!): bit.ly/cacirapetition #ClimateWinsHere #InflationReductionAct"
Pro-Climate_109,4,1638169156759642,1.0,"The Inflation Reduction Act is transforming communities like Dalton across the Southeast 🙌 The largest climate and clean energy law in U.S. history is reducing harmful pollution, ushering in thousands of good-paying clean energy jobs, and bringing in billions of dollars in clean energy investments to the region. #ClimateWinsHere #InflationReductionAct"
Pro-Climate_109,5,374496002154354,1.0,"4 benefits of the Inflation Reduction Act ⬇️⁠ ⁠ 1. Creates Green Jobs 👷⁠ 2. Rebates to switch to cleaner, cost-saving home appliances 💚⁠ 3. Reduces greenhouse gas emissions ✨⁠ 4. Significant Health Boosts 🏃 ⁠ ⁠ The future is renewable!"
Pro-Climate_11,1,1115582753845325,1.0,"The climate crisis is putting kids at risk — from heatwaves to air pollution. This episode explores how environmental and reproductive justice intersect, and what we can do to protect future generations. Watch now to learn more! #ClimateJustice #ReproductiveJustice"
Pro-Climate_11,2,579444548053251,1.0,"Let's be honest, the climate crisis is a health crisis. As a pediatrician in Reno, Nevada—the fastest-warming city in the U.S.—I’ve witnessed firsthand how climate change is impacting children. In my new book, ""The Air They Breathe"", I share powerful stories from my clinic: children harmed by worsening wildfires, smog, and heatwaves, and families displaced by hurricanes and other disasters. This book isn’t just about the health impacts of climate change—it’s about the moral responsibility we have to protect our kids and their future. I hope you’ll read it and join me in this conversation. #ClimateCrisis #HealthCrisis #ClimateChange #Pediatrician #ChildHealth #Wildfires #ExtremeWeather #GlobalWarming #ClimateAction #ProtectOurKids #FutureGenerations #PublicHealth #EnvironmentalHealth #TheAirTheyBreathe #ClimateJustice #SaveThePlanet #HealthyKids #SustainableFuture #HealthAndClimate"
Pro-Climate_11,3,1130672935058809,1.0,"In 2024, extreme weather events disrupted schooling for 242 million children in 85 countries. The next generation must be educated to not just face, but help solve, the climate crisis."
Pro-Climate_11,4,2383709878687809,1.0,"At Ecogenia, we're building Greece's first youth climate corps! 🌱 Young Greeks tackle climate challenges, gain skills, and create lasting change—all while staying rooted in their homeland. 🇬🇷💚 It’s a win-win for youth & communities. Join us in shaping a sustainable future! 🌍 👉 Support Ecogenia here: Link in Bio 🔗 #climatecorps #youthservice"
Pro-Climate_11,5,447562728357546,1.0,"We The Children is climate education by kids, for kids. Zach’s passion for the planet transforms complex climate topics into fun, relatable lessons that inspire young learners to become environmental stewards. Through peer-led discussions, expert interviews, and myth-busting, We The Children empowers students with practical solutions to make a positive impact. To help you bring this unique, kid-focused content into your classroom, we’ve created a FREE Climate Educator Toolkit. Download it today [LINK IN BIO] to enhance your curriculum with engaging lessons designed to motivate students to take climate action."
Pro-Climate_110,1,1309886270526204,1.0,"Forecasters predict this hurricane season will bring more named storms than usual. Yet the Trump administration is attacking the EPA to roll back protections, silence science, and allow more pollution into our communities – all things that are heating up the planet and causing more destructive hurricanes. EDF is fighting back against the danger, the debt, and the damage. Join us"
Pro-Climate_110,2,1848265399132689,1.0,"🌪️ Texas. Floods. Children. We can't stay silent. The latest news from Texas is heartbreaking: devastating floods have claimed lives, with dozens still missing — among them, children. Families, homes, streets — all were swallowed by water within hours. Pain. Confusion. Fear. This isn’t far away. It has become our shared reality. Climate disasters are becoming more frequent. And they’re no longer exceptional — they’re everyday life. 🟢 What is The Place We Live? It’s not just a social network. It’s a live-action platform that helps people act in real time: ✔️ Volunteers and concerned citizens can coordinate their efforts instantly; ✔️ Users can request and share essential supplies — gloves, bags, drinking water, protective gear; ✔️ The map shows critical areas: debris, pollution, places where help is needed; ✔️ We’re building a knowledge base so everyone knows how to help — safely and effectively. 📲 The Place We Live is about action, not just compassion. It’s a way to turn fear into something useful. 💬 We can’t stop the storms. But we can become a community that never turns away. We can raise a generation for whom caring for the world is not a choice — it’s a necessity. 🤝 Let each of …"
Pro-Climate_110,3,667692709017502,1.0,"You've probably heard the terrible news about cuts at @noaa and @nws , but do you know how the cuts could affect you? Here's why Moms are troubled by this news. #noaa #nws #extremeweather #mcaf"
Pro-Climate_110,4,1669098687310178,1.0,The intensity of storms that have caused devastating impacts to our communities have increasingly and scientifically proven to have been more likely due to climate change - which is mainly driven by fossil fuel emissions. Share this video to inform your comunidad!
Pro-Climate_110,5,1271895657156992,1.0,"Hurricane Helene continues to cause major destruction. Burning fossil fuels increases the intensity of unnatural disasters.,Hurricane Helene continues to cause major destruction. Burning fossil fuels increases the intensity of unnatural disasters.,Hurricane Helene continues to cause major destruction. Burning fossil fuels increases the intensity of unnatural disasters."
Pro-Climate_111,1,808410788300625,1.0,Home weatherization and electrification are the most powerful levers we have to reduce energy usage and pollution FAST. Find a savings calculator and learn about incentives and rebates at ashlandclimate.org/home-energy-resources.
Pro-Climate_111,2,936675871297944,1.0,Reduce carbon footprint with smart home electrification! Use energy efficiently and embrace cleaner and renewable resources.
Pro-Climate_111,3,1671881910297483,1.0,"Please join us! This event will be co-hosted by NCCCA and The Center for Community Energy. Register here: https://us02web.zoom.us/meeting/register/tZwocOqtrzMpGtGHffopL9E5l2JTPA84ZO2Y#/registration Virtual power plants (VPP) are an emerging and innovative tool to aid California’s clean energy transition. Join us to learn how virtual power plants work and how they can reduce a home’s carbon footprint while saving its residents money and making energy cleaner and more reliable for everyone. This exciting technology developed by MCE has been implemented in Richmond, CA, and serves as a blueprint for other communities. Our speakers, Alexandra McGee, who is the Vice President of Strategic Initiatives at MCE, and Chris Sentiera, from Community Energy and Equity Resources LLC (CEER LLC), will explain how virtual power plants will benefit all residents, including those who have borne the brunt of environmental impacts due to the industrialization of our society's energy supply. They will also demonstrate how this technology will ensure grid reliability during extreme weather-related events while promoting equitable access to clean energy solutions. There will be time for Q&A. About Our Spe …"
Pro-Climate_111,4,1378939426736415,1.0,"Get personalized efficiency recommendations to help you lower your utility bills and reduce your carbon footprint! Our Green House Call program serves households throughout the greater Bay Area, City of Stockton, and Central California. Depending on your location, you may qualify for an in-person visit with on-the-spot upgrades, or a free energy-saving kit by mail.,Get personalized efficiency recommendations to help you lower your utility bills and reduce your carbon footprint! Our Green House Call program serves households throughout the greater Bay Area, City of Stockton, and Central California. Depending on your location, you may qualify for an in-person visit with on-the-spot upgrades, or a free energy-saving kit by mail.,Get personalized efficiency recommendations to help you lower your utility bills and reduce your carbon footprint! Our Green House Call program serves households throughout the greater Bay Area, City of Stockton, and Central California. Depending on your location, you may qualify for an in-person visit with on-the-spot upgrades, or a free energy-saving kit by mail.,Get personalized efficiency recommendations to help you lower your utility bills and reduce your …"
Pro-Climate_111,5,2185602571889581,1.0,Less than 2% of homes get “green” energy. No real projects. Just spin. Let’s demand real solutions. VOTE NOW Online
Pro-Climate_112,1,3994629417531439,1.0,"UNFAIR TRIAL: A billionaire oil CEO is trying to silence environmental activists forever. Kelcy Warren, the CEO who made billions from the Dakota Access Pipeline, has filed a staggering $300 million lawsuit against Greenpeace. Why? Because they stood with Indigenous water protectors at Standing Rock. This isn't just another lawsuit. It's a calculated attack to bankrupt one of the world's most effective environmental organizations and send a chilling message to anyone who dares challenge Big Oil. Warren – who once said environmental protesters ""need to be removed from the gene pool"" – chose a remote North Dakota courtroom for this showdown. That's why human rights lawyer Steven Donziger is taking action. He experienced similar tactics when Chevron targeted him after he won a pollution case against them. Steven is bringing a team of renowned civil rights attorneys to monitor this trial including: Marty Garbus (former lawyer for Nelson Mandela) Natali Segovia (Director, Water Protector Legal Collective) Jeanne Mirer (President, National Association of Democratic Lawyers) We need to raise $100,000 for legal monitoring and a global campaign to expose this billionaire's attempt to crush  …"
Pro-Climate_112,2,1004534768198177,1.0,"Trey Cox is leading the legal team representing Kelcy Warren’s company in a case that could shut down Greenpeace. The $669 million judgment, tied to Greenpeace’s support for Indigenous-led protest against a pipeline, could devastate one of the world’s most effective environmental groups. Now, Cox’s team is asking the court to require Greenpeace to post a $75 million bond just to file an appeal. If approved, that bond could spell the end of Greenpeace’s ability to defend itself in court. It’s a move that would send a chilling message to anyone standing up to corporate power. This case mirrors a pattern we’ve seen before: powerful interests turning to the courts to overwhelm environmental defenders with massive legal costs. Greenpeace is fighting back — from challenging the bond to filing a case in Europe under new anti-SLAPP laws. But they can’t do it alone. If you believe in the right to protest, to speak out, and to protect our planet — now’s the time to act. Get behind Greenpeace so they can win this appeal 👉https://chuffed.org/campaign/help-stop-big-oil/20250619a1 Comment WITH YOU when you have donated"
Pro-Climate_112,3,1431616944530996,1.0,"We’ve seen this before. People hauled away by ICE without warrants. Protesters arrested for speaking out. Legal threats used to chill dissent. Now the fossil fuel industry is copying that playbook — and using the courts to do it. Greenpeace is facing a massive judgment and a demand to post $75 million just to keep their case alive. It’s a new kind of suppression — legal, polished, and devastating. On July 2, a major hearing will decide what happens next. And if no one’s watching, the message will be clear: protest has a price tag. That’s why we’re acting fast. We’re raising funds to support legal observers, public reporting, and a full investigation into what this case means for protest rights — here and globally. This isn’t just a courtroom drama. It’s a warning shot aimed at everyone fighting for justice."
