row_index,claim,cluster_id,membership_prob
108,There are too many academic books claiming to explore global perspectives on sustainable fashion with all editors being white women.,63,1.0
109,"Maybe we wouldn't be facing a catastrophe, maybe we would have made progress towards climate change if the Supreme Court had allowed Al Gore to be president.",107,1.0
110,Trump cited an 'emergency' to fast-track fossil fuel projects.,27,0.5813079159428125
111,Republicans passed a law prohibiting concern over emissions from fossil fuel projects because they care more about profit today than the impact on future generations.,67,0.46825098350096866
112,The green new deal was never a law and never passed.,-1,0.0
113,"You can't stop the sun from shining, Mr Trump.",110,0.9896898819411828
114,February's hot shooting has overshadowed an improvement in Giddey that is more sustainable (getting to the line).,-1,0.0
117,"Renewables aid energy security and protect against price shocks, but won't immediately reduce bills.",50,1.0
118,Human-caused climate change is real whether or not people believe it.,58,0.2867888448999491
119,"If 500 years ago he sold junk supplements, denied objective science, and harassed women, he could have been considered a physician instead of an incompetent pervert and failure.",66,0.29724033255506643
120,Fossil fuel industry campaign donors told him to say this nonsense.,27,0.6239987780444906
122,Greenhouses will offer hands-on environmental education and ensure food even in times of water scarcity.,53,0.31839802926735267
123,"Every dollar spent on SMRs is a dollar not spent on proven, less expensive, rapidly deployable renewable energy sources.",50,1.0
124,"We should start growing the drawdown industry now, even before everyone stops burning fossil fuels.",43,0.9699747738234902
125,"Thousands here will lose health care, energy bills will rise, working families will struggle more to afford food, education, and care for seniors, and good-paying green jobs will be cut.",-1,0.0
126,Making homeless people suffer is most important.,-1,0.0
127,Solar and wind energy are only amazing when used along with nuclear energy.,-1,0.0
128,Installing a heat pump will help you cope with rising temperatures regardless of whether climate change is man-made.,91,0.9733539370401447
131,The assumption that solar output is only 20% of nuclear is based on the assumed output of nuclear being 90% and this has been broadly disputed.,-1,0.0
133,"Developmental air pollution exposure augments airway hyperreactivity, alters transcriptome, and DNA methylation in female adult progeny.",31,1.0
134,Biden is drilling more than Trump ever did and more than anybody ever has.,25,0.8715375487964836
135,EVs are disrupting the car industry rather than saving it.,6,1.0
136,"Balancing tourism and growth is Asean's path to sustainable recovery, says Fadhillah.",84,1.0
137,Top Bitcoin mining outfits are shifting to green power sources.,40,1.0
138,Toxic is a must read if you want to learn more about the effects of oil drilling on small communities and the planet.,-1,0.0
139,Climate change is real.,3,1.0
141,It is possible that they could have done those things and lost.,-1,0.0
142,Misinterpreted science is being used for purposes related to the food industry and climate change.,66,1.0
143,You should believe in climate change and get ready for self-insurance.,13,1.0
144,Guy who authorized more drilling than his predecessor pretends he cares about the planet and clean energy.,25,0.7321186093049887
146,The Supreme Court is making Americans stupider.,114,1.0
147,Climate change is real.,3,1.0
148,Winters now are less severe than they used to be.,91,1.0
150,Our refusal to look at global solutions for climate change is rooted in racism/tribalism and is already backfiring on us.,-1,0.0
151,Signing the petition will help get PJM moving on over 1000 clean energy projects and lower energy costs.,57,0.38564080778905746
153,The booming poultry industry faces a reckoning as government is pressed to finance more sustainable methods.,55,1.0
154,Climate change is pushing people further into poverty.,-1,0.0
155,We need to admit Ukraine into NATO as soon as possible and not let Trump cut aid to Ukraine.,21,1.0
156,Ending meat and dairy production might help save the world from climate change.,53,0.30219756007136095
157,"Climate change (overpopulation) is altering the jet stream, leading to wildfires in New Jersey and New York in March.",1,1.0
159,It is not reasonable to blame California's founding for the current insurance issues.,12,1.0
160,The number one thing people can do to help marine biodiversity is not to eat unsustainable seafood.,60,0.6085900819245835
161,We have to sever at every level.,116,1.0
162,"Cryptocurrency, online gambling, and oil drilling permits are not bringing back US manufacturing.",25,1.0
170,Leading news outlets are doing the fossil fuel industry's greenwashing.,28,0.6030773958395604
171,Greens are pick-and-choose politicians.,39,0.34273965475359086
172,unmasking is about being authentic and safe in a sustainable way.,73,1.0
173,Talking about the financial implications of climate change is more persuasive than other approaches.,-1,0.0
174,Sustainable shredding saves the day.,-1,0.0
175,We shouldn't place all the blame for major California wildfires solely on global warming.,1,0.3867712683696985
176,Developments proposed around there rarely threaten trees and arenât contributing to deforestation when they add new housing.,61,0.3512530339885776
177,He and other billionaires want to profit by taking over the land and drilling.,25,0.8020008132963222
179,China holds lead in clean energy manufacturing despite trade tensions.,22,0.3228721003944083
180,"LLM CEOs who publicly state that their business requires more money, legalized theft, and excessive energy that will destroy the planet should be fired.",103,0.8460313540492499
181,"If all humans are dead, global warming will be solved.",36,1.0
182,It is delusional to think you can negotiate a bill that will favor clean energy over fossil fuels with these people.,51,1.0
183,LA residents call on fossil fuel industry to pay for wildfire damages.,-1,0.0
184,You have a home with YIMBY Democrats for America whether you want affordable housing and clean energy or to fight against fascism and for a more progressive future.,-1,0.0
185,He has completely crippled the renewable energy industry in the US and ensured that other nations will overtake the US in its development.,51,1.0
186,Climate change is happening at a rapid pace now.,99,1.0
187,Open science is more important than ever actually.,66,0.29874452017889835
188,Industrial use of magic distorts the world in a collective action problem similar to global warming.,99,1.0
190,A 7:1 male to female ratio at the party does not sound sustainable.,118,0.9023767061054841
191,West Virginia teens allege EQT pollution caused serious medical issues.,31,1.0
192,We should start to call it 'climate changeable' as opposed to 'climate change'.,100,1.0
193,There is Â£300m of government funding for offshore wind supply chains and no sign of Starmer wobbling on the clean energy agenda.,50,0.7001114192072807
194,Too much greenhouse gas makes us Venus. Thatâs bad.,20,0.5701322490398477
195,The oligarchs are in control.,-1,0.0
196,Global warming is far more damaging than the impacts of aerosols.,-1,0.0
197,Biden was better than any previous president on climate change because you believe history began in 1980.,109,0.8366581186932327
200,"To be a Republican today you have to be at best ambivalent about race supremacy, sexual bigotry, pollution deregulation, climate denial, fascism, oligarchy, tax breaks for billionaires, and lack the ability to work with others or have empathy.",108,1.0
202,"The Future Generations Commissioner wants to increase the potential for locally-owned solar, wind and water energy that earns and saves money for local people.",48,0.4744043152722207
203,"Once a station is purchased by Sinclair, its volume of climate change reporting drops and the public becomes less aware climate change is happening.",75,1.0
204,A 'Ten Birds That Changed the World' book that does not include the chicken is missing the plot.,112,1.0
205,Rick Wilkinson is biased because he has more than 36 years experience in the Oil and Gas industry and none in renewables.,-1,0.0
209,"These targets demonstrate commitment to robust, credible action to reduce greenhouse gas emissions.",-1,0.0
210,The Washington Times has been the center for climate science denial for 50 years.,102,1.0
211,Human society is already struggling to deal with migration flows currently caused by global warming.,69,0.9825710421362668
212,Fossil fuel donors come first when Trumpâs Interior Dept makes decisions about protected Alaskan wilderness.,27,1.0
213,The consequences of climate change underscore the urgent and existential threat posed by climate change.,99,1.0
214,The latest literacy facts are not reliable because they come from testing people who are immigrants and do not account for adults over 22.,117,0.8232949595643829
215,"Europe and other countries are going to leapfrog the US and leave it behind, resulting in a destroyed environment and worsening health due to pollution.",31,0.580847913717792
216,"Their taxing regime will achieve the opposite of what they intend, and their 'clean energy' plan is just another PFI scheme.",57,0.49887484982093233
217,"Our ignorance about Indigenous foods needs to change, especially in a climate emergency.",53,1.0
219,SB 454 will address PFAS pollution in California's water supply.,17,1.0
220,That the right wing has no solutions to climate change does not make all environmentalists left wing.,93,1.0
221,Todayâs #PfG from Scot Gov lacks the level of detail and ambition required to tackle climate change and restore nature.,-1,0.0
222,Nadine Dorries actually makes an intelligent comment about climate change and green technology.,-1,0.0
223,I'm constantly having to clean up messes again.,77,1.0
229,It gives little comfort that the narrow-minded who prefer fossil fuels over renewable energy are also facing an unliveable future.,50,1.0
230,Trump is battling climate change by weakening the agency that informs the US about it.,110,0.7128233927378638
232,Finance is being redirected to Adani entities involved in coal mining.,44,0.4348499856278413
233,"Most Black households, especially rural ones in the South, are not using AI or as much computing power, but they are having to pay for that demand in both money and dirty air.",0,1.0
234,Global warming/climate change is real.,-1,0.0
235,"Engaging the open source developer community, hiring people to maintain it, and setting up a trust to fund it can help leave a legacy to be proud of besides 'largest greenhouse gas emitter'.",87,0.7635045336550905
236,We're too late to prevent collapse.,115,1.0
237,Expanding airports goes against the direct & vital advice of the top experts on Climate Change.,69,0.8188183429621089
238,There needs to be media attention put forth to dispelling the notion of 'weather weapons.',75,1.0
239,Sustainable gardening is much harder than sustainable animal husbandry.,55,0.450707622414629
240,The most clear cut way for Zeldin to back up his assurance is to promise none of his rulemakings will increase pollution compared to the rules he is revising.,32,0.6780474312357726
241,"If left unchecked, climate change could cost the global economy US$178 trillion over the next 50 years, or a 7.6% cut to global gross domestic product (GDP) in the year 2070 alone.",-1,0.0
243,Trumpâs cuts would cripple environmental protections for years to come.,32,1.0
245,Wisconsin will be a good place to set up camp if global warming and climate change continue and no real changes are made.,91,1.0
246,"RFK Jr.âs lies about autism are vile, reckless, and weaponized ignorance.",-1,0.0
251,Jobs are created for Alberta while pollution affects everyone else.,31,1.0
252,Climate change/collapse is the ultimate series finale.,99,1.0
253,"A nationwide crisis of the home insurance market in the US, sparked by climate change, could lead to a housing crash worse than in 2008.",-1,0.0
254,Itâll happen soon enough with climate change. Or when Donny Fuckface launches his nukes.,111,1.0
255,Climate change causes more floods.,68,0.8187283784163911
257,This is just a step back and the hill was much steeper before.,-1,0.0
258,Fires like the Lilac Fire are going to become more frequent.,1,0.7214811857067334
259,"Australians will have to live with the disasters caused by climate change due to the extension to Woodside, and Gazans die every day as a result of complicity with the state of Israel.",85,1.0
261,My heat is causing climate change.,91,1.0
262,Nobody who calls climate change a scam can name the scientist who cooked it up.,-1,0.0
264,Electing a clown results in a circus.,116,0.9513404156287224
265,"We need more and better, dedicated bike lanes in London, Ontario.",10,0.6328088019157424
266,Critical to reestablishing Pirates worldwide and stopping global warming is Ramen.,60,0.8285927924296511
269,A healthy water cycle helps stabilize the Earth's climate.,68,0.5881748282280244
270,"The insurance trade does not think climate change is a hoax, as indicated by their handling of claim dollars.",58,0.5117843129827453
271,Climate protestors set us back thirty years compared to France.,-1,0.0
272,"Trudeau and the Liberals will fight for everyone, not just the wealthy.",-1,0.0
273,"A #PlasticsTreaty can help protect our environment, health and economies.",26,0.8255874365282413
274,"It's a truly unfortunate development that the world's largest economy, and one of our closest allies in the fight against climate change, is withdrawing from the Paris Agreement.",-1,0.0
275,The chair of the Climate Change Committee is clear that we should not use CCS for power generation.,-1,0.0
276,There will be a natural disaster caused by global warming sooner or later.,-1,0.0
279,Those profiting from the production and use of forever chemicals should find sustainable solutions.,84,0.8206384741665096
282,Penguins are struggling due to climate change and tariffs.,54,0.6386101457941591
283,Both my parents received shockingly bad health care in rural PA that contributed directly to their suffering and deaths.,-1,0.0
284,Climate change made deadly Hurricane Helene more intense.,91,1.0
285,The warming from greenhouse gas emissions of the flights would be vastly outweighed by the cooling.,69,0.9091139788363355
286,"The administration doesn't care about conservation, ecology, or global warming.",97,0.3459400137131348
287,Musk should not be a fellow of the Royal Society.,47,1.0
288,Blaming the governor for not raking leaves is unreasonable.,72,1.0
289,Solar is a good option for Australia.,48,0.715606245053228
291,The US could have purchased sustainable world peace for less than it spent on wars fought or supported in the name of peace.,103,1.0
292,There is room for a conversation about sustainable migration numbers without scapegoating and fuelling animosity toward migrant communities.,81,0.7915678568418023
294,China has surpassed all other countries in improving their economies' reliance on renewable energy sources and technologies.,22,1.0
296,Meat has a huge impact on the climate problem.,53,0.7429100233578002
298,Governments meeting at #FfD4 next month can stop countries' reliance on fossil fuel extraction to service their debts.,43,1.0
300,"Investment in both technical and nature-based solutions to climate change is needed, and they should not be pitted against one another.",-1,0.0
302,"Impact of climate change on agriculture suggests even greater challenges to the environment, global food supply, and public health.",53,1.0
303,The GOP knows climate change isn't a hoax and values the arctic in Canada and Greenland for this reason.,-1,0.0
304,I canât sell my house in France due to climate change.,-1,0.0
306,"You are perhaps unfairly crediting them with knowing that tariffs wonât just shoot inflation up, or that drilling oil wells in Alaska wonât bring pump prices down.",25,1.0
307,Anything made without emissions or to address new climate challenges is an opportunity for a new industry.,-1,0.0
309,Joe Biden helped build billions of dollars of clean energy manufacturing in historically Republican areas of the USA.,-1,0.0
310,Clean Virginia endorses Delegate Katrina Callsen in HD 54 for her commitment to lower energy costs and effective government.,56,1.0
311,"Creating a functioning social contract is worth doing on moral and pragmatic grounds, even if it doesn't win over white men under 30 immediately.",-1,0.0
312,"If we are capable of terraforming Mars, we should be able to terraform Earth back to its pre-climate change state.",99,0.9977742062895296
314,"The biggest problem is some people just don't understand the difference between weather & climate, not to mention averages.",-1,0.0
316,Discarded wood particles are revolutionizing lithium ion capacitors for sustainable energy storage in the Basque Country.,50,0.8085225010285149
317,Danielle Smith claims she can make it illegal for fossil fuel companies to comply with federal laws.,29,0.8696972936702858
318,We are in a climate emergency.,99,1.0
320,The Trump administration canceling wind power projects adds to the climate crisis.,51,0.8414375682729837
322,Green hydrogen production is going to play a major role in seasonal energy storage.,16,1.0
323,The collapse of Greenland's ice shelf/sheets due to climate change will eventually trigger coastal flooding.,68,0.6704859963685499
324,Nuclear power will likely not lower Scotland's energy bills but will increase billionaire's wealth and create long-term cleanup jobs.,-1,0.0
325,The fossil fuel industry is gathering strength to deploy distractions.,43,1.0
326,The sooner fossil fuel cars are phased out and all new cars are EVs the better.,6,1.0
327,CO legislators should protect our privacy and stop subsidizing water & energy hungry tech industries.,17,0.44776741989823415
328,Doing preventative work can stop fires from getting as out of control as they do.,1,0.2798669672400902
329,Help us educate Ohioans on the facts about fracking under Ohio public lands.,4,0.3967789330455445
331,Adaptation and prepping at the community level is necessary because climate collapse is the accepted pathway.,-1,0.0
332,The Trump administration has dashed hopes of an anti-pollution plan for JD Vanceâs home town.,32,0.5897048370253076
333,"ARC promotes a vision for prosperity and unity despite connections to free-market thinktanks, climate denial, dark money and the fossil fuel industry.",-1,0.0
334,Behind gutting FEMA is the fossil fuel industry.,43,1.0
335,Pakistan and UNICEF are joining hands to protect children from climate change risks.,85,0.8259412724171977
336,Both sides are to blame.,114,0.7761462085838833
337,Thereâs going to be a massive collapse at some point because the business model of these companies just isnât sustainable.,82,0.7352656448326206
338,Even a sustainable deal sets the stage for an unstable deterrence-based Europe.,-1,0.0
339,The danger of the world running out of finite supplies of fossil fuel became real a few years after 1968 with the oil price hike and the resulting damage to the world economy.,43,1.0
340,"Countries publicly supporting the 90% by 2040 climate target is good for competitiveness, innovation, reducing fossil fuel imports, cleantech leadership, and the climate.",99,0.9081785083627244
341,"The right-wing Coalition is dead, killed by climate change denial.",-1,0.0
342,I canât stand hearing his loud fracking voice booming through the office.,4,0.12016410702547797
343,The CCC has ignored a clear verdict on fossil fuel based #CCS.,-1,0.0
344,Voting for Republicans is a massive suicide pact.,108,1.0
346,"Your sexuality, emotions, or dissenting voice are not less valid or worthy than anyone else's.",118,0.9023767061054841
347,Pro-climate change reform and workers rights are positive.,99,0.9640118606998381
348,No to deforestation of our remaining forest.,61,1.0
351,Anthropogenic climate change may reduce global diazotroph diversity.,54,1.0
352,The climate-nature crisis is hitting the UK hard.,-1,0.0
353,Anything south of a line from Atlanta to Albuquerque will be very nearly uninhabitable in 10 years unless there is serious investment in climate change.,-1,0.0
354,Leaders are moving too slowly on renewable energy and reducing emissions and continue funding fossil fuels.,50,1.0
358,G.O.P. want to roll back climate change mitigation practices and then demand smoke stop at a border.,-1,0.0
359,How hydrogen is obtained is significant in the overall energy cost.,16,1.0
360,Transitioning to clean energy could make the world less vulnerable to energy-related problems and make trade wars much less common.,57,0.956608005390564
361,Wiping the data banks of NOAA would be a heck of a start to erasing evidence of climate change.,105,1.0
362,"If planes start crashing, it is not a sustainable business model for the airline industry.",-1,0.0
363,This would bring more people back into the community fold and encourage people to enrich their lives.,-1,0.0
367,Tories have nothing to campaign for except immigration and taking money from the fossil fuel industry.,-1,0.0
368,Joining the Nextstep Doctoral Programme will equip you to tackle challenges of sustainable development and innovation.,86,0.8689041172751288
369,If I can put a real body on it you are guilty beyond a reasonable doubt.,118,1.0
370,"Mechanized agriculture and intensive irrigation resulted in increased concentration of CO2 and other greenhouse gases in the atmosphere, massive sediment loss, chemical pollution, altered water systems and species loss.",53,0.3087715591571677
371,Governors and legislators should protect climate investments from the Inflation Reduction Act.,56,0.7678251468882862
372,Willingness to promote an untrue party line shows he will play ball.,-1,0.0
374,Climate change is within the realm of physicians to address.,-1,0.0
375,Their leadership is key to building a more sustainable and equitable future for all.,87,0.7970398366211181
376,"The 2030 one is even worse, global warming doesn't even scratch the surface.",36,1.0
378,"This is not really sustainable, but nothing is really sustainable.",83,1.0
380,Global warming will make chocolate too expensive to eat.,52,1.0
381,"I'm arguing for a change of research model in the face of multiple crises, including climate change and ongoing colonial violence.",99,1.0
382,That political party is a death cult trying to take us all out.,108,1.0
383,Polanski is an opportunist and an untrustworthy charlatan.,-1,0.0
384,"Electric vehicle owners could earn as much as $12,000 a year by selling energy back to the grid.",6,0.27196285965324407
385,Weâll be ok as long as we stand strong and continue on that path.,-1,0.0
386,Donât miss Dr. Magnus Johanssonâs talk on late-stage C-H functionalisation at #ETOC 2025.,106,1.0
388,This therapy is not sustainable for my wallet.,83,0.5581561089228693
389,They want to starve all the 'useless eaters' to death as a means of solving climate change and will create Galtâs Gulch by watching the rest of us die from climate change.,-1,0.0
390,Net zero 2050 is absolutely the wrong goal.,10,0.4927679474315131
391,MLOps enhances cloud-based EO ecosystems and enables innovative and sustainable geospatial solutions.,0,0.9951505914185791
394,I oppose ALL coal mining by that wretched billionaire.,44,1.0
395,New policy approaches are needed to protect public finances while accelerating essential carbon storage development.,38,1.0
397,"The biggest culprits behind rising utility bills include fossil fuels and the climate change impacts they cause, not clean energy.",-1,0.0
398,"A bill was passed that takes healthcare away, removes food access for low-income Americans, and attacks clean energy.",65,0.9334932600908019
399,The need for more and more renewables is becoming unanswerable due to climate change.,50,1.0
401,The worsening lake level situation provides justification for the mega project as the first intake is now unusable.,-1,0.0
403,Climate change is responsible for mosquitoes being present in northern England in January.,54,0.8402248114478627
404,There is a network of people attempting to block offshore wind in the USA to protect the fossil fuel industry's profits.,46,1.0
406,Allowing conflicts of interest is irresponsible and damages the fight against climate change.,-1,0.0
407,"You are literally a toxic administrator, Lee Zeldin.",116,0.9495068529716336
408,"It doesnât prepare them for a world of political turmoil, global warming and increasingly sophisticated AI.",0,1.0
409,A waste of resources causes pollution.,31,0.6178117284623326
410,They can keep even the EPA stationery.,-1,0.0
411,This investment brings up to 134 new jobs to the Southern Tier and strengthens our regionâs leadership in clean energy.,57,0.8202204676499762
412,Flaring off methane from landfills should be illegal.,38,0.5599129913938234
413,Inhoffe's actions indicate he is either extremely dumb for being in Congress or acting in bad faith.,114,0.9934594165954056
414,Choose obsession instead of inspiration.,113,0.9304371709376863
415,"The Netanyahu regime is an organized crime/terrorist regime and a global and regional hub for human, weapons, and drug trafficking.",114,0.771640787834985
416,Folks are getting cancelled all over for flood and fire risk because of climate change.,68,0.4745218614026518
417,"The 'One Big Beautiful Bill' could threaten over 830,000 clean energy jobs and increase household energy bills by over $230 by 2035, especially in Georgia.",56,1.0
418,The 'both sides' approach used by old-school legacy outlets like the New York Times is particularly ill-suited to the age of epic disinformation.,117,0.9191493992986275
419,They are still pushing a fossil-fuel agenda for the mining community.,43,1.0
420,Climate change helps diversify and increase the transmissibility of West Nile virus.,54,0.9968836254993739
421,Electric can be useful in a society powered by renewables and green energy.,50,1.0
422,I highly recommend listening to @prisonculture.bsky.social for practical tips for sustainable resistance.,-1,0.0
423,"The fossil fuel industryâs problem isnât getting gas out of the ground, but finding people to sell it to.",43,1.0
424,Pipeline companies with lots of money are presented as the public's only reason for living.,-1,0.0
425,Charge Elmo with pollution.,31,1.0
426,Climate change is expected to reduce the tuna biomass in our waters.,-1,0.0
427,Dismantling the EPA's Environmental Justice office rolls back decades of progress.,33,1.0
428,These keep on being the electoral choices because these represent the two major factions/formations within capital.,108,0.9828062397462405
430,Liberals talk about AI like Trumpies talk about mRNA vaccines and climate change.,0,0.35473379242102526
431,The chase rates could be really sustainable.,81,0.7959995146970452
432,"Barbieland's investments in renewable energy, education, transportation, and recycling reduce fires, crimes, and pollution while increasing high value commerce.",-1,0.0
433,My addiction to mint tea is about to become self sustainable.,83,0.5581561089228693
434,There is a pressing need to proactively mitigate the increased threat posed by climate change.,99,1.0
435,You can use plastic soda bottles polluting the waterways to float and avoid drowning during floods caused by global warming.,26,0.39046493521834913
436,"First Nations will soon have to face climate change realities or their land will be gone, still there but burnt to the ground.",99,1.0
437,"The latest right-wing blurb regarding climate change ignores the larger trend, cherry-picks years that fit their narrative, and highlights incorrect old models.",102,0.7136595893753768
438,"When you're anti-science, anti-engineering, deny climate change, and are superstitious and religious, prayer is all you have left.",-1,0.0
439,They're becoming increasingly rare.,116,1.0
440,"Green New Deal was rejected as too expensive even though a single disaster costs $135 billion, which will become a regular certainty.",39,1.0
441,This cut is palpable for me.,-1,0.0
442,"When you are mindless, Big Oil can drag you around like a puppet and be their useful idiots for them.",24,1.0
443,Creating harmony forests will support sustainable and equitable societies.,-1,0.0
445,Support the survival of the Blue-backed Parrot by being vegan and boycotting palm oil.,45,0.5329938490476244
447,Some dreams are traps designed to keep you focused on a pretend task so intensely that you never wake up.,112,1.0
448,"Every day spending will drastically decline, which hits agriculture and fossil fuel industries hard.",-1,0.0
450,Climate change deniers have done huge damage.,99,1.0
451,Training those in polluting industries to work on green tech is totally fine.,40,1.0
452,"A better system should include healthcare as a right, less warmongering, joining the ICC, better treatment of refugees, and a real response to climate change.",-1,0.0
453,"Eurostar does not support sustainable travel across Europe if you are not from London, Paris, or Brussels.",47,0.6130479158247711
455,You canât have redistributionist demand policies if supply is inelastic.,103,0.9444493005120426
