row_index,claim,cluster_id,membership_prob
51,ORCA’s shoreline and habitat restoration efforts protect and revitalize coastal ecosystems.,-1,0.0
52,Abdullah Hammoud will continue to deliver for all Dearborn families if re-elected as Mayor.,117,1.0
53,The settlement is a win for clean water in the Triangle area of North Carolina.,45,0.6060093128307904
54,"E-bikes are a fun, clean way to cut down on air pollution and protect your health.",59,0.9154621163964675
55,"By swapping car trips for an e-bike ride, you help cut ozone pollution and keep our air cleaner.",59,0.9154621163964675
57,It's time to regulate plastic production and stop single-use plastics.,20,1.0
58,"People in the San Diego region should take the pledge to walk, bike, carpool, or ride transit on Clean Air Day on Wednesday, October 1.",59,0.5329020915414487
59,Governor Newsom should veto SB 404.,-1,0.0
60,Kyoga Nile Waterkeeper Godfrey Kitimbo and Hartwell Carson's partnership is driving local impact through global collaboration to confront water pollution.,45,1.0
61,Lasting progress in reducing plastic waste depends on companies reducing their environmental impact through innovation and accountability.,20,0.49099481896745134
62,"Let’s build a city that reflects the care that Minneapolis residents have for each other, the city, and the planet.",-1,0.0
63,The fossil fuel era and expansion of financing for it must end; it is far past time to invest in communities and a Just Transition.,54,0.47427527293750454
64,Governor Newsom should veto SB 404.,-1,0.0
66,"Driving electric vehicles helps reduce pollution, make the grid stronger and more reliable, and supports the shift to a cleaner, stronger, and more affordable energy future.",16,0.5115323826185643
67,The Environmental Protection Agency no longer cares about your health or safety under the Trump administration.,46,0.6447218262848706
68,The Trump administration is trying to weaken or erase dozens of safeguards that protect our health and well-being.,-1,0.0
69,It will take a lot of political will to solve Lake Okeechobee's problems.,-1,0.0
70,You should do your part to prevent things that cause water pollution from going into storm drains and report pollutants to 3-1-1 if you see them.,45,1.0
71,Business and local leadership can accelerate solutions to reduce pollution and improve lives.,50,0.34678576565142416
73,"Retiring the outdated coal units at WA Parish and replacing them with clean energy is the first step to a safer, healthier future.",-1,0.0
74,Solar is much better for the environment because it’s much easier on the land.,38,0.9609699561066228
75,"Nuclear energy is energizing safer, cleaner and stronger communities.",4,0.8193938827303082
76,California’s Advanced Clean Trucks (ACT) initiative is key to accelerating the electrification of on-road freight and improving air quality for years to come.,59,0.5126901945227096
77,We all need to work together to enjoy clear summer skies this summer.,-1,0.0
78,Take the SMART Train to Sonoma County for a summer escape.,125,1.0
79,"There is an opportunity for a major win for Minnesota if Japanese investors build new infrastructure, resulting in cleaner water and healthier wild rice.",57,0.6520179582984976
80,Protecting Olive Ridley sea turtles and their nesting sites matters.,49,0.7343978856805604
81,Planting trees and shrubs helps protect the environment by keeping harmful pollution and debris out of storm drains and the ocean.,-1,0.0
82,Project Jupiter is raising questions in Doña Ana County.,41,0.9579453490122746
84,I’m running for governor because the system is broken and I’m tired of people in power telling us it’s not fixable.,99,1.0
85,"Safe, local energy supports jobs, small businesses, and cleaner air while avoiding unnecessary tanker pollution.",93,0.9178687549603306
86,The Trump administration's attempt to repeal the Endangerment Finding is a dangerous attack that would result in more harmful air pollution and negative consequences.,46,0.7810434608420174
87,We can use this law to protect our families and our air.,50,0.4974287487028975
88,"The climate crisis is hitting hard, especially in New Mexico’s rural and Indigenous communities.",83,1.0
89,Home weatherization and electrification are the most powerful levers we have to reduce energy usage and pollution quickly.,52,1.0
90,Woolrich must stop using fur to truly protect the planet.,17,1.0
91,Community-led climate action is effective for restoration and protection of critical ecosystems like Manguo Wetlands.,-1,0.0
92,"The Trump administration does not care about your family’s health and safety and does not have a plan to protect you and the people you care about from dangerous pollution, extreme weather events and the worsening climate crisis.",46,0.6447218262848706
93,"The Trump administration has been cutting crucial federal funding that helped more than 1,000 schools get electric school buses.",58,1.0
94,AI data centers' demand for electricity is driving up our energy bills.,-1,0.0
95,Picking up trash near your home prevents pollution from reaching the Bay.,-1,0.0
96,Small actions like cleaning up after pets can help protect our local water sources.,45,1.0
97,The Trump administration's plan to roll back environmental regulations is unacceptable.,-1,0.0
98,"You should vote for PSC candidates that support safe, clean energy sources.",55,0.7016517838828263
99,"This fall, vote for a PSC Commissioner who will protect our families.",117,1.0
100,You should pledge to vote for Public Service Commissioners who invest in the health of Georgia families on November 4.,117,0.9902343877051959
101,Choosing Public Service Commissioners who value health over polluters helps save lives.,117,1.0
102,"By planting native plants, you help reduce pollutants in storm water runoff and keep our waters cleaner and healthier.",45,1.0
104,Dominion's gas plant is a serious threat to your health and well-being.,-1,0.0
105,"It’s time to transition to clean, affordable energy.",108,0.638203301011095
106,"Dana Jones should be re-elected to represent District 30A because she has delivered for the community, is uniquely positioned to protect care and the safety net, and upholds Democratic values.",117,1.0
107,Adding more industrial plants to the area will not help the residents of Modeste.,60,0.9402153184732289
109,'Advanced recycling' generates highly toxic pollution that threatens our health.,23,0.7642816269882972
110,EDF will continue to take the Trump administration to court to protect the science that protects our air and water.,46,0.3430681539568038
111,The Colorado Supreme Court's ruling in Hobbs v. Salida is a victory for Colorado communities and sets a precedent that will help protect neighborhoods from excessive noise pollution.,-1,0.0
112,"EDF is fighting back against the danger, the debt, and the damage caused by the Trump administration's attacks on EPA protections.",46,0.6362619064466591
113,"We need the EPA to work for the public, not the fossil fuel industry.",79,1.0
114,"We can’t let them destroy our clean air, clean water, and environment.",50,0.3074669627187004
115,You should renew your support for NRDC’s work to defend our planet.,-1,0.0
116,We should protect our right to clean air and demand that climate protections remain in place.,50,0.3722417111376036
117,The Adirondack Champlain Regional Salt Summit has made progress in protecting clean water from road salt pollution over the past decade.,45,0.8624608216128021
118,"As City Commissioner, I will prioritize upgrading the sewer and stormwater infrastructure without increasing costs for residents.",116,1.0
119,"The Cambridge City Council should end sewage pollution by 2050 with a plan that includes complete sewer separation, green stormwater infrastructure, underground combined sewage storage tanks, and a 25-year level of control for 2050.",45,1.0
120,Michelle Beattie's plastic compositions expose the damage caused by marine pollution and demand reflection.,19,1.0
121,"Participating in the cleanup event will help prevent further degradation, support vital habitats, and contribute to a cleaner, healthier future for both people and wildlife.",45,0.7253625417187721
122,Donating as little as $7 a month becomes a legal force for climate action.,63,0.6552453487096351
123,The sports complex project is self-funded and will not ask for public tax dollars.,60,0.9361375597372856
124,Boom and bust cycles in the mining industry have never been caused by the enforcement of pollution standards.,-1,0.0
126,Leaders should act to save Pittsburgh schools money and cut carbon emissions.,-1,0.0
127,Trump is gutting regulations that help keep us all safe.,-1,0.0
128,Sun Day celebrates the rise of clean energy and the power of the sun and wind to power the world without pollution.,38,0.7183380232731441
129,Marylanders of all political stripes overwhelmingly support offshore wind.,9,0.4923873655236268
130,"Offshore wind will stabilize energy prices, create a more reliable grid, and reduce pollution.",9,0.48922411526880827
131,Nuclear is the most viable technology to both provide abundant energy and reduce carbon emissions.,4,0.6367125147789974
135,You should support Air Alliance Houston.,50,0.6113953637632806
136,The Trump administration is strategically undermining independent science by dismantling the EPA’s Office of Research and Development.,46,1.0
138,The 30x30 Progress Tracker is helping communities protect 30% of the ocean by 2030.,49,0.8836147831629578
139,Big Ag is pulling strings to make sure you don't know the report found that 80% of the nitrate pollution came from agriculture.,30,1.0
140,WashU can build flourishing communities by improving the well-being of people and the planet.,120,0.8822808895949121
141,Hilcorp is our #PolluterOfTheMonth.,-1,0.0
142,Hilcorp Energy is the country's top methane polluter and has received a free pass for its excessive emissions after the methane pollution fee was scrapped.,24,1.0
144,Making small changes in everyday life can contribute to sustainability.,123,1.0
145,"Tourism in the Banda Sea can give back to the ocean and local communities by protecting marine life, addressing plastic waste, and supporting local communities.",48,0.6195683152167802
146,It is important that Chelsea continues to have a voice in the policies that shape our state.,119,0.980705744953259
147,"Legislation focused on reducing indoor air pollution is the first step lawmakers can take to help their constituents live healthy, better lives.",50,0.5831517391784056
148,We can change environmental racism in Miami by fighting for clean air.,50,0.4974287487028975
149,"The Healthy Homes Act allows people to electrify their homes and leave fossil fuels in the past, improving their health outcomes for years to come.",-1,0.0
150,There is urgency for environmental action and community stewardship.,35,0.710411272781116
151,The climate crisis is putting kids at risk.,82,1.0
152,Water Protectors should attend the Sept. 3 MPCA meeting on the wild rice sulfate standard and submit comments to the MPCA.,67,0.7725218832597713
153,Participating in Catawba Riverkeeper's largest annual cleanup helps protect waterways in the Catawba River Basin.,-1,0.0
154,People should attend the meeting and demand pollution control at Keetac.,-1,0.0
155,"Congress should be protecting our water, not further threatening it with more pollution.",45,1.0
156,"You can help protect water quality by picking up pet waste, planting more plants, and keeping litter and yard waste out of storm drains.",45,1.0
157,Plastic pollution does not belong in national parks.,50,0.2742082802792896
158,Trump repealed a pollution rule that could kill 500K jobs and raise gas prices for working people.,46,0.5700674327438813
159,Congress should vote NO on H.R. 3898.,104,0.9805986711407685
160,You should become a monthly donor to help save the Chesapeake Bay and its rivers.,69,1.0
161,Taking action now will help put an end to plastic pollution.,20,0.9601052103197253
163,Donating to EDF will help fight climate change and protect the planet.,63,0.8190164860350574
164,Installing air sensors near schools helps kids grow up healthier and communities breathe easier.,50,0.23384695294380597
165,Using the following Smart Salting practices will keep your sidewalks safe and protect waterways.,45,0.47837626951286744
166,We need ambitious action to cut methane pollution.,24,1.0
167,Bolder solutions are required to deal with climate pollution.,-1,0.0
168,Hilcorp is our #PolluterOfTheMonth.,66,0.4440587626125352
169,Clean energy can help solve the problem of pollution-caused extreme weather events.,-1,0.0
170,EPA administrator Lee Zeldin is leading an attack on key environmental safeguards that protect public health and welfare.,46,1.0
171,Closing EPA labs and limiting research threatens the science that guides protections on public health.,46,0.7116921936982186
173,It’s time to cut the crap and take action to make the Charles River swimmable.,45,1.0
174,"San Diego County is not doing enough to alert people to lead emissions from its airports, which are a significant source of lead pollution.",50,0.33732906438896504
175,MPCA should strengthen proposed Keetac permits.,-1,0.0
176,The bill is an all-out attack on our environment and we need to fight back.,-1,0.0
179,The reality of massive data centers built to power artificial intelligence systems differs from their promised jobs and minimal environmental impact.,-1,0.0
180,Better commutes are here to stay on Long Island due to Congestion Relief.,59,0.712239847538936
182,Steil and Van Orden helped pass a bill that is unAmerican and has negative consequences for Wisconsin.,-1,0.0
183,Representative Amodei sold out Nevada's clean energy future.,28,0.32339897397845596
184,We are endangered by Trump's actions regarding the Endangerment Finding.,-1,0.0
185,Citizens should vote YES to give citizens the right to vote on annexations and to recall Trustees who refuse to listen.,118,1.0
186,"Lab-grown meat has significant problems, including a potentially worse carbon footprint than beef, low consumer acceptance, and ethical concerns.",30,1.0
188,It is time we give the ocean back respect.,49,1.0
189,"Fairhope needs leadership that will fix the sewer system immediately, stop the Corps from dumping dredged mud into the Bay, control storm water runoff, modernize infrastructure, control growth, and work to protect Mobile Bay.",117,1.0
190,A revolutionary catamaran is designed to fight plastic pollution in oceans and seas.,19,1.0
191,The City Council should not give up on Dixon and should protect the small town and its prime farmland.,-1,0.0
192,Leaders should combat climate change to chart a wise course for the future for the Portland-Vancouver metropolitan area.,-1,0.0
194,"Families deserve clean, affordable power, not S266.",-1,0.0
195,"S266 will raise bills, increase pollution, and set North Carolina back on climate progress.",7,0.1594939763082374
196,"North Carolina lawmakers should work for us, not fossil fuel companies.",-1,0.0
197,It is unacceptable that S266 will cost families $90 million more each year while giving corporations a discount and forcing customers to fund polluting power plants that may never be built.,-1,0.0
198,"Joining these monthly meetings can lead to changes in our community, State, and Country.",128,1.0
199,The plan to phase out gas-powered vehicles by 2035 raises concerns about state overreach and the push to force drivers out of their cars.,-1,0.0
200,We should build a feminist force and fight to reclaim our planet.,125,0.7094493941565341
201,Choosing to quit vaping is a powerful way to protect our planet.,-1,0.0
202,"Our environments can help our health, and trees specifically can have significant health benefits.",14,0.4690794923400099
203,COPD will disappear in 2 days and your breathing will improve forever if you eat it in the morning.,29,0.47964495226168813
204,The Trump EPA is pushing a rollback that will spike pollution.,46,1.0
205,"The rollback of environmental rules by Trump's administration will harm families, children, and seniors while benefiting polluters.",46,1.0
206,The Springs BMAPs are scientifically and legally inadequate and won’t move the needle in springs restoration.,-1,0.0
207,The recent legislation is an all-out attack on our environment.,-1,0.0
208,Ascension Parish should not be a dumping ground for more polluters.,60,1.0
210,Elementary students should learn about the connection between storm drains and the ocean and the importance of keeping storm drains clean to protect Hawaiʻi’s marine ecosystem.,45,1.0
211,California should take immediate action to match its ambitious climate goals.,-1,0.0
212,California should fully commit to policies that reduce pollution and deliver results.,-1,0.0
213,California's law rewards the worst polluters and abusive conditions for animals.,66,0.7184033410367163
214,You can cut down on idling to make air quality better and save money by choosing to commute.,59,0.49802221977508876
215,"The Children’s Place, Carter’s, and H&M should stop making so many clothes out of polyester plastic.",20,0.33095379362344485
216,Sea turtles are critically endangered in many regions and urgently need protection.,49,0.7343978856805604
217,Extreme weather and climate change are really connected.,83,0.7862604458158903
218,Trump’s EPA is trying to reverse protections from climate pollution.,46,0.9611276811762545
220,Chemical recycling is not a viable or effective solution to the world’s plastics pollution problem.,20,0.49099481896745134
221,We need your help to stop this dangerous proposal.,111,0.8001989511559143
222,President Trump has given many facilities a way to avoid safeguards on dangerous air pollution.,46,1.0
223,Everyone deserves a healthy home.,105,0.575717863576346
225,"Chemours is boldly violating its pollution permit, putting the Ohio River at risk, according to a judge.",67,0.7725218832597713
226,"Lifestyle choices like high-carb diets and lack of exercise, combined with environmental risks like air pollution, are driving a health crisis in India.",-1,0.0
227,"Climate disasters, extreme heat, and air pollution threaten pregnancy health, especially in Indigenous, rural, and BIPOC communities.",85,0.6490155799526223
229,You should add your name to help protect the ocean.,49,1.0
230,Sway offers a game-changing idea to address the plastic pollution problem with packaging made entirely from seaweed.,19,0.8386973742349567
231,"By learning more about sea lions and how they live, we can better protect the oceans they depend on—and so do we.",49,1.0
232,"We should choose reusable options, ask for sustainable alternatives, and transform waste into art that inspires change to help reduce plastic pollution.",23,0.5919310846773006
234,Sending physical letters to Congress is an effective way to influence lawmakers and get noticed.,-1,0.0
235,Reducing fertilizer runoff will save Iowa waters.,45,1.0
236,A protected zone should be designated for Rice’s whales.,17,1.0
237,Strong protections against toxic air pollution are necessary to protect health and communities.,50,0.4974287487028975
238,"San Antonio deserves clean power, not more methane gas plants.",-1,0.0
239,A Community Benefits Agreement is necessary to ensure fairness in the public investment and corporate development in South Carolina.,120,1.0
240,The EPA’s proposed repeal of the scientific and legal foundation for vehicle emissions standards could upend climate progress in transportation.,67,1.0
241,You can't cherry pick science.,128,1.0
242,"Equistar should be transparent, responsible, and safe.",-1,0.0
243,People should speak up to support EPA staff who keep pollution out of our neighborhoods.,-1,0.0
244,The Clairton coke works plant should be transitioned to green steel.,-1,0.0
245,The next Governor of Virginia should say no to monopoly utilities that want to invest billions in fossil fuels.,84,0.7493111496334264
246,Neighbors and environmental groups are worried about the project’s safety risks and pollution.,50,0.4974287487028975
247,"We will never stop our non-violent resistance against the fascists, the polluters, and the billionaire class.",124,0.9314592464737075
249,"Supporting the 4ocean Foundation mission helps protect sea turtles, coastal ecosystems, and the planet from plastic pollution.",-1,0.0
250,"@BloombergDotOrg is helping protect the ocean, support sustainable fishing practices, and empower local communities and fisheries.",49,0.8836147831629578
252,Joining Oceana helps protect the future of our oceans.,49,1.0
253,You should join Oceana today.,49,0.8803159826040661
254,We should join Oceana in protecting our oceans from their biggest threats.,49,1.0
255,Trump's attack on the endangerment finding threatens EPA's ability to protect us from climate pollution.,46,0.9611276811762545
256,Signing up for alerts from @sparetheair helps you stay informed about protecting air quality in the Bay Area.,50,0.32112115594825197
257,Montana DEQ should not weaken Montana's selenium water quality standard to allow more toxic selenium pollution into Montana waters.,67,0.9522669128628526
258,Ward 3 should be made a safer place for everyone.,117,1.0
260,A designated protected zone in the Gulf of Mexico should be designated to protect Rice's whales.,-1,0.0
261,There is a need for awareness and care regarding the environmental challenges Cyprus is facing.,-1,0.0
262,Replacing an old gas/diesel-powered lawn mower with a new electric lawn mower or purchasing new electric powered landscape equipment can help achieve a clean green yard.,16,0.39257723959447954
263,Residentes del Valle pueden reemplazar un cortacésped de gasolina por uno eléctrico a través del programa Clean Green Yard Machines-Residencial.,0,0.429807708623795
264,You should contact your representatives and tell them you oppose firing the scientists who work to protect us.,-1,0.0
266,Common daily items are polluting both your body and the planet.,-1,0.0
267,Using products with hidden microplastics contributes to the problem.,20,0.681907026383355
268,Trump’s EPA is engaging in an epic level of gaslighting by pretending climate change isn't a problem.,46,0.6995251876972759
269,A pollution-free Virginia is better for our health and our wallets.,-1,0.0
270,Using this free RACE Strategy Worksheet will help your students master paragraph writing and improve their writing skills.,126,1.0
272,The food system must urgently change to a plant-based system for a safe and just world.,30,1.0
273,Our Model Lesson Plans are the perfect jumpstart to your school year.,-1,0.0
276,"We confront environmental injustice through community science, youth leadership, and justice-driven research.",35,1.0
277,"Environmental injustice is harming the potential and well-being of Black, Brown, and low-income children across the country.",35,1.0
279,We need you to help defend clean air by protesting the repeal of the Mercury and Air Toxics Standard (MATS) rule.,50,0.4974287487028975
280,"Our leaders should support policies that harness abundant, clean power.",55,1.0
281,Solar power helps thousands of Americans slash their energy costs and reduce pollution.,38,0.7969068864969364
282,The Trump administration is attempting to take away the EPA’s power to protect people from climate pollution.,46,0.9060373922975402
283,California is investing in communities with revenue from a flagship program that also reduces pollution.,66,0.7073223435860153
284,The U.S. is not following India's example in transforming transportation by cutting pollution and saving money.,-1,0.0
285,Paintings and coatings can be a major contributors to the microplastic pollution.,20,0.6756130235685681
287,The climate crisis and natural disasters are forcing millions of people to flee and putting displaced populations around the world at increased risks.,-1,0.0
288,Activity at 'Alligator Alcatraz' should be halted and a legally mandated environmental impact analysis should be done.,-1,0.0
289,Recycling is a mission to clean our environment while creating income and impact.,23,1.0
291,A life-saving EPA rule designed to protect communities from toxic air pollution is in jeopardy.,67,0.7725218832597713
292,The Trump administration's efforts to undo the EPA's action will increase health risks for families living nearby.,46,0.9611276811762545
293,Cuts proposed by the Trump administration likely mean higher energy bills and more pollution in your community.,-1,0.0
294,The Trump EPA is leaving families to deal with the fallout of worsening extreme heat by weakening safeguards against pollution.,46,0.9611276811762545
295,The Trump administration is putting everyday families in harm’s way by trying to roll back protections against dangerous heat and dirty air.,46,0.9611276811762545
296,EDF is defending against the Trump administration’s dangerous attacks on a legal finding that protects us all.,-1,0.0
297,"If elected, I will fight to make sure that growth in Gowanus benefits everyone.",-1,0.0
298,Our nation's irreplaceable public lands and waters deserve better than reckless development.,64,1.0
300,"Trump’s EPA has offered some of the nation’s worst polluters a way to evade regulations on brain-damaging mercury, cancer-causing benzene, and 190 other toxic chemicals.",46,1.0
301,"The EPA is shutting down essential research labs where scientists study pollution to help protect our air, water, food and climate.",-1,0.0
302,"This Independence Day, plant a tree not just for today, but for generations to come.",14,0.6049603522293937
303,"Congress should step in to ensure FEMA continues to deliver emergency aid, shelter, and other resources.",-1,0.0
305,This biodegradable plastic could be a game-changer in the fight against plastic pollution.,20,1.0
306,You can be part of the solution to climate change and environmental injustices.,83,1.0
307,"We can build better, live cleaner, and still make it beautiful.",35,0.8311859840965747
308,We need to continue taking bold risks and embracing innovation to make progress in reducing global methane emissions and protecting people and communities from climate change impacts.,24,1.0
309,The shipping sector is about to enter a new era of emissions accountability.,-1,0.0
310,Keeping our beaches clean helps protect our oceans and marine life for future generations.,-1,0.0
311,"You can help prevent pollution of your local waterways by scooping your dog’s poop, washing your car on gravel or grass or at a car wash, keeping your trash in the bin, and cleaning up chemical spills properly.",45,1.0
312,Switching to a reusable water bottle or investing in a water purification system is a small sustainable choice that can make a big difference.,-1,0.0
313,David Crow’s workshop will inform and empower you to protect your health from the toxic effects of plastic pollution.,20,1.0
314,"You should pack enough dog waste bags for your trip to keep the trails, soil, and waterbodies clear of dog waste.",-1,0.0
316,The Trump administration's decision to repeal the Endangerment Finding and reverse EPA actions on climate change is harmful and unjustified.,46,1.0
317,We should boycott Big Meat and Dairy corporations and end support for factory farms.,60,1.0
318,Donating this summer will help protect the planet.,63,0.4469381908546944
319,Stronger action is needed to end the PFAS cycle by stopping forever chemicals at their source.,20,0.6597257359514237
320,We need policies that match the urgency of California's climate goals.,-1,0.0
321,Being a Minnesota GreenCorps member helps promote healthier kids and communities by raising awareness about climate impacts and inspiring local action.,-1,0.0
323,Alabama Power's business model involves leaking toxic metals into the Coosa River.,67,1.0
325,The Endangerment Finding is important.,35,1.0
326,The EPA should stop granting exemptions that allow coal and chemical plants to continue polluting.,67,0.9929281386798754
327,The state legislature and DNR are failing to protect Iowa's waterways.,-1,0.0
328,"Restoring natural shorelines can reduce pollution, boost wildlife habitat, and keep lakes healthy for the long haul.",-1,0.0
329,Joining as a founding member helps fight pollution and supports a more sustainable future in fashion.,75,0.38377871944488257
330,Repealing the endangerment finding flies in the face of science and would make it harder to combat the climate crisis.,46,0.5759042469029729
331,"Plastic pollution is silently invading every part of our lives and has significant implications for our health, communities, and planet.",20,1.0
332,"Cornucopia and Herbster are being mismanaged by a handful of unqualified people, resulting in Lake Superior being polluted by secret sewage plans.",45,0.5007904660814243
333,We need strong clean vehicle standards.,-1,0.0
334,Trump’s EPA should not roll back clean tailpipe emission standards.,-1,0.0
335,Baykeepers are committed to fighting the pollution that harms Alabama's seafood.,48,0.6046282971255655
336,"Breathe Project is working to improve air quality, eliminate climate pollution, and make the region a healthy place to live.",50,0.8492852859998911
337,"The book 'The Politics of Plastic' is worth reading if you're tired of greenwashing, corporate double-speak, and environmental theater.",20,0.9601052103197253
338,Whales can be our allies in the fight to mitigate the climate crisis.,49,1.0
340,"Corporations are profiting by harming the planet, health, and wildlife through plastic pollution, and people should demand real accountability.",-1,0.0
342,MidAmerican is misleading Iowans about their coal plants.,-1,0.0
345,PANIC brings relief to communities suffering from pollution and contamination through relocation and/or compensation.,50,0.3722417111376036
346,"Submitting your experience with using federal clean energy incentives can help inspire others, inform policy, influence neighbors, and promote a cleaner future.",-1,0.0
347,"The proposed Buc-ee’s development near Greenland Ranch threatens decades of conservation work and could harm Colorado’s environment, wildlife, and iconic viewshed.",70,1.0
348,Donating will help secure a more livable planet by holding corporate polluters accountable.,63,0.8367254571172489
349,"Reducing microplastics starts with small, mindful choices. Let’s protect our health and the planet, one step at a time.",20,1.0
351,The operation of the detention facility near Big Cypress National Preserve threatens the preserve's dark sky status and endangered species habitats.,17,1.0
352,"The infrastructure improvements to the Turnpike, including new sound walls and enhanced drainage systems, are important benefits for the community.",-1,0.0
354,Rethinking single-use altogether is the real change.,132,0.9272224226076315
355,"Researchers play a critical role in generating scientific news, and media should disseminate more educating messages on climate change in urban areas.",83,1.0
356,"If you feel moved by the beauty of this extraordinary environment, please consider donating to the Rödlögaboden Ekonomisk Förening or Race For the Baltic.",128,0.8419807567602399
357,The EPA should protect our future by not repealing the rule that lets us fight climate change and regulate emissions.,67,1.0
358,The EPA should reverse their new rule.,67,0.8255539076927381
359,What happens over the next four years could make all the difference.,-1,0.0
360,The DEP should protect public health by cutting methane emissions from oil and gas sites.,24,0.9388393424445366
361,We track air quality across Eastern San Francisco to bring visibility and resources to communities who need it the most.,50,0.6810276519410493
362,"Our mission is to conserve water, prevent pollution and promote healthy soils by empowering you with free information, tips, events, garden designs, fact sheets, plant ideas and more.",45,1.0
363,"Visitors should bring along gently worn, used, or new shoes to the Garden to support the shoe collection initiative.",75,0.36494380972593793
365,The Bloomberg Ocean Initiative is working to help conserve and protect coral reefs.,49,0.5202883050061384
368,"Small changes, like refusing a single-use plastic bottle, can help reduce plastic waste.",20,0.503947482712433
369,Solar energy protects New Mexico’s natural landscapes and uses New Mexico’s sun effectively.,40,0.8054724788920431
370,The SAVE Act would harm democracy and progress on critical issues by making it harder for millions of Americans to vote.,-1,0.0
371,"A proposed 60-house poultry operation near the Satilla River has locals alarmed about pollution, health risks and the future of their water.",45,1.0
373,Landmark Health Systems is accepting new patients and can help improve mental health by addressing the effects of poor air quality.,50,1.0
374,"@fda should be protecting public health, not Big Pharma profits.",106,1.0
375,California lawmakers should strengthen and extend the program to reduce pollution and generate more revenue for the state.,66,0.45135664747043575
376,Trump administration actions are making this hurricane season more dangerous.,85,0.7254846432197303
377,"District 4 deserves a councillor that listens, shows up, and gets things done.",117,0.9327224544438857
378,The creation of the Gateway Preserve is a win for both the environment and the community.,-1,0.0
379,Recycling used polyethylene helps reduce plastic waste pollution and supports eco-friendly practices.,20,0.8647106058862785
380,Lawmakers must upgrade the power grid to meet electricity demand without increasing pollution.,91,0.8623204128863727
382,Don’t Let Big Oil Dump Their Mess.,79,0.8559913140937021
384,Congress must keep us safe from the dangerous air pollution that comes from advanced recycling.,50,0.307802591864576
386,"Taking small actions, such as avoiding single-use plastics, can create a big impact and help reduce plastic waste.",20,1.0
387,Using a CLEANR microplastic filter for washing machines helps fight microplastic pollution.,-1,0.0
389,Heavy metal pollution reduced the potentiality of pen culture in the wetland aquaculture in an urban area of Bangladesh.,45,1.0
390,Saying no to single-use plastics helps protect marine life and keeps the ocean clean and thriving.,19,1.0
391,"In my next term, I will push to get state funding to clean up polluted sites in North Birmingham to turn them into beneficial developments.",-1,0.0
392,The Permian Basin is a major driver of the climate crisis.,-1,0.0
393,A pollution-free Virginia is better for our health and our wallets.,-1,0.0
394,Candidates for Governor should protect Virginia from more pollution and expensive bills.,-1,0.0
