cluster_id,topk_rank,cid,cluster_prob,text
Neutral_1,3,2398798950489509,1.0,"A tragic underground explosion in 1968 claimed the lives of 78 coal miners in Farmington, West Virginia, highlighting the urgent need for stronger safety measures in mining. In response, landmark mine safety standards were introduced in 1969, creating a lasting impact on worker protections. These measures: ✔️Required regular federal inspections of coal mines ✔️Gave inspectors authority to shut down hazardous mines ✔️Strengthened safety regulations and enforcement ✔️Imposed fines and penalties for violations ✔️Established health protections, including for black lung disease ✔️Provided federal benefits for those affected by black lung disease Enacted on March 30, 1970, these safety measures laid the foundation for even stronger protections in the years to come, eventually leading to the creation of the Mine Safety and Health Administration (MSHA). Read more on the history of The Federal Coal Mine Health and Safety Act of 1969 and its impacts on the lives of miners: https://www.msha.gov/federal-coal-mine-and-safety-act-1969 * Photo courtesy of the Mine Safety and Health Administration #FlaMineSafety #Miner #MineSafety #MineSafetyTraining #MineSafety #MSHA #MineRescue #MineRescueTraini …"
Neutral_1,4,628059416465342,1.0,"Ford Motor Company is still building its cars and trucks using steel from dirty, polluting coal-powered blast furnaces. #detroitautoshow #cleansteel"
Neutral_1,5,bafyreihg3xo4dqbvyw6hrgs6d77g4s6y6sza7blxhcqferyfgass6ewsje,1.0,"My mom grew up in Coleman, it was my second home in my childhood years. So, so beautiful with great fishing and such beautiful mountains. I oppose ALL coal mining by that wretched billionaire:"
Neutral_10,1,947110737243173,1.0,“I grew up in Georgia. I don't recall seeing hurricane watches and warnings in the southern and middle part of our state. Yet we've seen it several times in the last couple of years.”
Neutral_10,2,3591382260996129,1.0,I know it's a lot but I would recommend reading and saving these screenshots folks -God bless #stopgeoenginering #WeatherModification #CERN #StopWeatherModification #hurricanederrick #floridachemtrail #hurricaneseason #5gmil #JesusIsKing #alabamaskywatcher
Neutral_10,3,1541526073161719,1.0,"After hurricanes devastated our coast, Phillips 66 stepped up to rebuild and fortify our wetlands—stronger coasts, better future."
Neutral_10,4,532793662946942,1.0,"Within 72 hours of Hurricane Helene, FEMA rescue workers from states across the country were helping hurricane survivors. But rampant misinformation around Hurricane Helene relief still plagues NC residents and hurts relief efforts."
Neutral_10,5,729294963044756,1.0,We're all in more danger of floods and extreme weather than ever before. But the companies causing the floods aren't facing accountability.
Neutral_11,1,1473826547134550,1.0,"Seven years under the Evers’ Era brought crushing taxes, failing schools, and skyrocketing bills. Wisconsin families are paying the price every day."
Neutral_11,2,794904319524635,1.0,Os programas municipais de agregação oferecem uma oportunidade segura e confiável para os residentes de Massachusetts obterem energia acessível e sustentável.
Neutral_11,3,1103237214588460,1.0,Massachusetts has skyrocketed past sustainable spending levels that benefit its taxpayers. It’s time to rethink the state’s spending habits and start ensuring taxpayer dollars are used efficiently. https://massopportunity.org/content/blog/massachusetts-has-a-spending-problem/
Neutral_11,4,1056689053201475,1.0,"Assemblymember Didi Barrett fought hard for the Hudson Valley in this year's State Budget. Here are a few highlights!,Assemblymember Didi Barrett fought hard for the Hudson Valley in this year's State Budget. Here are a few highlights!,Assemblymember Didi Barrett fought hard for the Hudson Valley in this year's State Budget. Here are a few highlights!"
Neutral_11,5,1753848642204417,1.0,States have to balance their budgets. Why does D.C. get a pass? Spending limits. Efficiency audits. Taxpayer accountability. It’s not rocket science—it’s common sense. Let’s bring sustainable budgeting to the federal level. https://vanceginn.substack.com/p/we-cant-keep-this-up-federal-spending
Neutral_12,1,683268247547095,1.0,"URGENT: DANGER AHEAD 🚨🚨🚨 The Endangerment Finding is the legal and scientific backbone for how the US cuts #climatepollution, and it’s under attack. Now that #LeeZeldin has been confirmed by the senate to lead the Environmental Protection Agency under Trump, the Endangerment Finding is something we think you should know about. We are stronger when we are informed. #momsclimate #globalwarming #climatecrisis"
Neutral_12,2,892766956043190,1.0,"After analyzing the data, I believed that August 2024 would be the hottest August, with August 2023 being a close second. However, the ERA Analysis has revealed that both months have tied for the hottest August on record. This is intriguing, as La Niña years are generally expected to be cooler, which suggests that there may be other factors contributing to the observed warming trend. Message for ways to help, or visit www.effectclimatechange.com"
Neutral_12,3,8145893835468478,1.0,Cicada hatch which was supposed to be horrible in Ga according to the experts didn’t happen! I’ve heard 2 so far and global warming is the same way PC beach is still there and the coming Ice age didn’t happen from the scientific community didn’t happen either! Stop listening to so called experts! The earth can handle anything! We may not be here but time is on earths side no matter what happens!
Neutral_12,4,1284428112672162,1.0,Rising temperatures. Rising waters. Rising tensions. But that’s not all that’s rising. Refugees are also rising to the occasion. #COP29
Neutral_12,5,501947882488716,1.0,"🌎 1.5 degrees Celsius is considered the maximum increase in temperature that Earth can handle before all sorts of terrible things happen. It doesn’t sound like a huge number, so what gives? We explain on ""How We Survive: Burning Questions,"" a free podcast from Marketplace."
Neutral_13,1,1398937477779646,1.0,"If you live in Northeast Queens, you know the constant noise from LaGuardia’s flight path isn’t just annoying — it’s exhausting. We deserve quiet homes, clean air, and peace in our parks. It’s time for those who profit off LaGuardia to give back. Let’s make some noise about the noise."
Neutral_13,2,496517073159461,1.0,These places are TOO GOOD to ignore 😍
Neutral_13,3,bafyreib47qpohziddrgbusum36k6ttquxussl72tu3xybuedwmhpwjj6le,1.0,like do y'all really wanna have a noise pollution party all day? am I the only one who wants a smidge of peace and quiet ;w;
Neutral_13,4,bafyreihdc4llyvyhlebwxdmnw75qph5sjqrzopbrf65vy37wdvrmg2icaq,1.0,I'd really love if urban noise pollution was taken seriously as a problem. Waking up at dawn to what sounds like the world's worst production of Stomp is awful
Neutral_13,5,bafyreie4gb5thdquko3k2hpntdk2jdqiqzcdwkw27c6eukfmiti4hxhjt4,1.0,"Country weddings in idyllic settings are causing rising levels of angry complaints from locals about noise, disruption, traffic, parking and pollution."
Neutral_14,1,1100087105292784,1.0,"See which companies near you could ask for a free pass to pollute,See which companies near you could ask for a free pass to pollute"
Neutral_14,2,1068919935152616,1.0,"Every year, families in our community suffer from toxic air. It doesn’t have to be this way. Support clean heat and healthy air for all.,Every year, families in our community suffer from toxic air. It doesn’t have to be this way. Support clean heat and healthy air for all."
Neutral_14,3,1060258112650131,1.0,"Southern California suffers from some of the worst air quality in the nation, contributing to asthma, heart disease, and other negative health impacts for vulnerable communities and loved ones, including children and the elderly."
Neutral_14,4,655069457437125,1.0,"""We're in the middle of Cancer Alley...what I'm here to tell you is how much my community suffers because of the front line of the fence line location along these different types of polluting facilities, especially the petrochemical companies."" - Jo Banner #MomsPlasticsSummit #mcaf"
Neutral_14,5,1321800899103785,1.0,Gas-fired facilities release pollutants that impact your health and environment. Discover how your area is impacted and learn what actions you can take.
Neutral_15,1,bafyreicafycwlw67c6mwnykdoduwcy4nk4faiivxa4e6nxqqcot36unwpu,1.0,"As a fantasy baseball player, I'm trying to trade for Rooker where I can. Kurtz and Soderstrom are interesting, too. (Already have Butler, and excited to see what he can do with his teammates heating up). Wilson's at *this* level isn't sustainable. He'll prob be too overpriced to make a play for."
Neutral_15,2,bafyreifduu45edfk6sjyius7gqqty6maiwg23r6mfjhrvtjd2o6f5zh6vq,1.0,Inspite of the fact that they also ran out of pitching last year. Only took an historic defensive melt down. It’s clearly not a sustainable feature.
Neutral_15,3,bafyreihk3bsxem2worwjb5bnold76x757ed7a4daopvf4xpqa42ocnglcu,1.0,"Yeah, and Monty is a pretty good starter. A .961 save percentage isn't sustainable. Kid's on a heater and ought to run with it, but you don't immediately turn the starter spot over to him either."
Neutral_15,4,bafyreiatx5sp7csdavywlmdvrbjc2656fcjryarkvxqwcprppqxioj3l74,1.0,"I think Arteta may need to devote some thought to two things... 1) If his play style as currently installed is sustainable long-term, or carries with it too high an injury risk. 2) Is it worth considering what will be asked of a player for his nat'l team as part of the calculus of risk. 🧵"
Neutral_15,5,bafyreiea4mdpsxebexapis5fdsksqkg75p7npg4n3ktjquhljiwa277f3m,1.0,Not worried yet because the Pacers shooting is not sustainable but this defense needs to adjust with KAT in there
Neutral_16,1,23917886094563981,1.0,"Israel's historic commitment to self-reliance in warfare masks a deep strategic dependence on U.S. military support, diplomatic backing, and moral clarity in global opinion, especially as history and ideology converge to challenge the Jewish state's survival. Watch @[100064773818318:2048:Hoover Institution] Senior Fellow Peter Berkowitz's talk at Summer Policy Boot Camp [Part 2/3]:"
Neutral_16,2,1216203546453072,1.0,"If the conflict between Iran and Israel expands, Tehran and Washington “might find themselves fighting directly, especially if American assets and interests come under fire,” warns Ali Vaez. To avoid a wider war in the Middle East—and prevent Iran from acquiring nuclear weapons—the Trump administration must keep pushing for a new nuclear deal with Tehran. “A diplomatic settlement represents the best and most sustainable way for Trump to avoid both a nuclear Iran and a protracted military entanglement,” Vaez argues. “In fact, it may be the only way to avert an unacceptable outcome.” Read more at the link in our bio. . . . . . 📸: Majid Asgaripour / West Asia News Agency / Reuters #foreignaffairsmagazine #Israel #Iran #MiddleEast #geopolitics #globalpolitics #foreignpolicy"
Neutral_16,3,1676055772954979,1.0,"One year after the Oct 7th terrorist attacks, IDF counter-terrorism soldier Nir Maman recounts where he was that day and how he’s processed losing five of his fellow soldiers. Plus, he explains why Israel’s response has been appropriate and why he thinks a two-state solution is not realistic. For more episodes of Common Denominator, subscribe here: https://www.youtube.com/@MPopack #Israel #IsraelWar #Israeli #Podcast #CommonDenominator #IDFSoldiers #IDF"
Neutral_16,4,4033180330336493,1.0,"🔴🎥 UNIVERSITY OF HAIFA 🔴🎥 REVITALIZING WAR-TORN NORTHERN ISRAEL We are LIVE with @[100064882682110:2048:University of Haifa] President Prof. Gur Alroey and Rector Prof. Mouna Maroun as they reveal how the University is rebuilding, revitalizing, and restoring Northern Israel. Ever since Hezbollah joined Hamas in terrorizing Israel immediately after October 7, the North of Israel has been under the persistent threat of rocket attacks for months on end, causing a mass exodus of residents. Today, some 70,000 of them remain evacuees — refugees in their own country. For those of you who are looking to give back during this time of urgent needs, please visit: afuh.org/donate"
Neutral_16,5,508345295348523,1.0,"🛑 October 7, 2023: A Day of Terror, A Story of Hope 🛑 On what should have been a peaceful day, Israel faced one of its darkest moments. Sirens blared, families were torn apart, and fear took over the nation. But in the midst of chaos, something incredible emerged—faith, hope, and resilience. 🙏💔 🎥 Watch ""Hope Amidst Chaos: The Story of October 7, 2023"" 🎥 This powerful documentary brings you firsthand accounts of survival, loss, and the unshakeable spirit of the Israeli people. Through the work of Voice of Judah Israel, families received the help they needed—food, shelter, and most importantly, hope. 🕊️ ➡️ Watch now and stand with Israel in their time of need. ➡️ Donate today to help Voice of Judah Israel continue their life-saving work. #HopeForIsrael #FaithOverFear #VoiceOfJudahIsrael #StandWithIsrael #Documentary"
Neutral_17,1,bafyreieiikanwjq5j6vb52et7mvrksmotmpfu56qad333rpebdkw3lwraq,1.0,"Further, as folks define their positions I'd like to introduce another awkward reality to keep in mind: While a deal that gives Russia Ukraine makes Europe least stable, even a sustainable deal still sets the stage for an unstable deterrence-based Europe. 9/14"
Neutral_17,2,bafyreic32aoxlkuyvva4k32fwmlhr5ecxxgxk4zmbuobb2cfxyzl6kann4,1.0,"Putin reiterated his demand for the elimination of the ""root causes"" of the war in Ukraine as a precondition for a peace agreement -- a reference to Russia’s initial war demands that directly contradict US, European, and Ukrainian efforts to achieve a just and sustainable resolution to the war."
Neutral_17,3,bafyreibu7dpiprcjqlyusmwyperfio7gyxcaoosh5orcjykb4owjgwyg4q,1.0,"2/ ISW continues to assess that a strong Ukrainian military backed by Western security guarantees remains the most vital component of a stable post-war European security architecture, guaranteeing a sustainable peace in Ukraine and deterring future Russian aggression. isw.pub/UkrWar041025"
Neutral_17,4,bafyreigqn7w4hug5dvdewyauttha5u7ngth4n4fl2feq5kfykeg53ogvji,1.0,"Moscow again screeching about NATO, which translates as ""our own failures of sustainable partnerships and forward bases has revealed our incompetence, so we follow our tradition to deflect and project"""
Neutral_17,5,bafyreicltbvwe4okmp6rdheozbula4xmpzgvypvb7knofinyx5lhm3igfi,1.0,🔹 𝗞𝗲𝘆 𝗧𝗮𝗸𝗲𝗮𝘄𝗮𝘆𝘀 𝗳𝗿𝗼𝗺 𝘁𝗵𝗲 𝗠𝗲𝗲𝘁𝗶𝗻𝗴 ✅ 𝗗𝗶𝗽𝗹𝗼𝗺𝗮𝘁𝗶𝗰 𝗖𝗼𝗻𝘀𝘂𝗹𝘁𝗮𝘁𝗶𝗼𝗻𝘀: The U.S. and Russia will launch a formal mechanism to resolve disputes and restore normal diplomatic operations. ✅ 𝗨𝗸𝗿𝗮𝗶𝗻𝗲 𝗣𝗲𝗮𝗰𝗲 𝗣𝗿𝗼𝗰𝗲𝘀𝘀: Both sides will appoint high-level teams to work on an enduring and sustainable resolution to the war
Neutral_18,1,1336811470811687,1.0,"These children need our attention and support. Every donation you make can provide them with the essential supplies, medical and educational resources they need to overcome challenges and pursue their dreams. Let’s work together to create a future of hope and opportunity for these children. Your love can change their lives. A donation from the heart, no matter how small, can spread love."
Neutral_18,2,630708156083523,1.0,"Today, we honor the legacy of Dr. Martin Luther King Jr. 🕊️ His dream wasn’t just a moment in history—it’s a call to action for all of us. 💪🏽 Let’s celebrate love, justice, and equality, and work together to keep the dream alive. 🌍✨ 🌟 Drop a ❤️ if you believe in his vision, share to inspire others, and let’s build the future Dr. King dreamed of—together. #MLKDay #KeepTheDreamAlive #EqualityForAll #DrMartinLutherKingJr #LoveOverHate"""
Neutral_18,3,1357880735670412,1.0,"In the face of adversity, every moment counts for Kenyan families. With your help, we can deliver emergency assistance and sustainable solutions to people who need it most."
Neutral_18,4,24727824533468930,1.0,"Akshaya Patra refers to both a legendary inexhaustible vessel from Hindu mythology, and the organization's mission is inspired by the legendary vessel, aiming to ensure no child is deprived of education due to hunger. For those who are new the Akshaya Patra Foundation, a large-scale public-private partnership in India that provides nutritious mid-day meals to millions of school children daily. This organization was founded in 2000 to address childhood hunger and improve educational outcomes. The Akshaya Patra Foundation operates large, centralized kitchens, leveraging technology and partnerships to deliver meals to children in government schools and Anganwadi centers across various states in India, aligning with the Sustainable Development Goals of Zero Hunger and Quality Education. They also provide emergency food assistance during crises and support other vulnerable groups like widowed mothers and underprivileged families of young kids. Our las Vegas Chapter us fairly new to this cause and concept. We are trying to help the little children. Please do attend a gala, buy a seat, table or simply donate. Any dollar amount being given to this cause WILL NOT be used for entertainment p …"
Neutral_18,5,9691813357551635,1.0,"Together we can change the lives of many Syrian orphans and give them back the childhood, safety, and education they deserve Support now Aldar Waqf city, a city that will provide children with housing, a school and means of living. Donate now: https://aldar.ihrelief.org/aldar-waqf/waqf-support-fund/"
Neutral_19,1,7652113724891980,1.0,Eco-friendly jets are coming—let’s embrace a sustainable future! ✈️ No rush needed. #AspenFlyRight #SafeSkies #PreserveAspen #CommunityFirst #FAA #Aviation #Aircraft
Neutral_19,2,411301014903145,1.0,Any update to the aviation tax credit must consider impacts to vulnerable communities and ecosystems globally. Tax credits should be reserved for aviation fuels that are truly sustainable.
Neutral_19,3,1595830718380500,1.0,A new terminal from @[100057664995064:2048:Avfuel] marks the first SAF supply point in the Central U.S. The fuel cuts GHG emissions by 80%.
Neutral_19,4,1287800599541463,1.0,"The decarbonization of aviation already has a clear destination: Brazil. With an abundance of land and raw materials, national technology, and innovative solutions, we have everything we need to lead the production of sustainable aviation fuels. At Acelen Renewables, macauba is the starting point for clean, efficient bioenergy that is ready to fly. ✈️🌱⛽ #SAF #Macauba #Bioenergy #EnergyTransition #SustainableAviation #DropInFuel #AcelenRenewables #EnergyThatTransforms 🇧🇷 A descarbonização da aviação já tem destino certo: o Brasil. Com abundância de terras e matérias-primas, tecnologia nacional e soluções inovadoras, temos tudo para liderar a produção de combustíveis sustentáveis de aviação. ✈️🌱⛽ Na Acelen Renováveis, a macaúba é o ponto de partida para uma bioenergia limpa, eficiente e pronta para voar. #SAF #Macaúba #Bioenergia #TransiçãoEnergética #AviaçãoSustentável #DropInFuel #AcelenRenováveis #EnergiaQueTransforma"
Neutral_19,5,578878058605250,1.0,NBAA welcomes the Massachusetts Port Authority’s (Massport’s) recently announced roadmap for increasing the use of sustainable aviation fuel (SAF) in the Commonwealth and across New England. https://climbingfast.com/news/climbing-fast-nbaa-applauds-massports-commitment-to-sustainable-aviation/
Neutral_2,1,775934414783347,1.0,"The Western Arctic doesn’t have to be opened to more drilling. We can choose to protect this land, its wildlife and the communities who depend on it. Now’s the time to act."
Neutral_2,2,1690818298245839,1.0,"Armstrong says his latest discovery, Sockeye-2, could once again attract more oil companies to a little-explored area on state land, leading to a “second renaissance.” “If you’re a betting man, it’s happening,” he said in an interview. “It was speculative before this past drilling season. But not anymore.”"
Neutral_2,3,993907485641536,1.0,"Oil companies are walking away from the Arctic Refuge, proving some places are just too precious to drill. 💚 Could this be a turning point for conservation? ✨ #arcticrefuge #conservationwins #econews #positivenews #oildrilling #lovelo #lovelotour"
Neutral_2,4,1343274406943023,1.0,"Drilling in the Arctic is too risky, too expensive, and too outdated. Let’s stop wasting time on this losing bet. Tell Congress now: Stop this Big Oil scam"
Neutral_2,5,1013467993429608,1.0,"Most of Pueblo County will be effected by this proposed change in regulation. If you own property in Pueblo County and you are going to need a well, we recommend drilling before these changes are finalized."
Neutral_20,1,496681753014279,1.0,"How can you comply with or even go below the increasingly strictly regulated emissions limits in used asphalt production? Benninghoven has developed a technology to reduce greenhouse gas emissions from asphalt mixing plants and secure the future of plant sites: the REVOC system. Its added value at a glance: ✅ It enables plant owners to achieve higher recycled material input rates while complying with strict emissions limits. ✅ The REVOC complements cold and hot recycling systems of asphalt mixing plants and reduces total carbon emissions (VOC) by up to 50% when adding recycled material. Specified limit values are adhered to. In Germany, for instance, the level goes below that required by the TA-Luft regulation. ✅ Reduction of CO₂ through the use of recycled material, as less virgin bitumen is required ✅ Securing plant sites, bringing existing plants up to the latest state-of-the-art technology with “Plug & Work” Find out more about the REVOC technology from Benninghoven: https://www.wirtgen-group.com/revoc-system-benninghoven"
Neutral_20,2,828384959013366,1.0,Imagine CO₂ as more than just a pollutant. It’s a powerful reagent that can revolutionize sustainable chemical industries.
Neutral_20,3,398725029167042,1.0,Biofuel is earth-friendly energy and burns cleaner. Choose higher blends of biofuel the next time you fill up.
Neutral_20,4,385093394664011,1.0,"CARB: Don’t stop the progress now.,Support clean fuels and a strong LCFS!,Support clean fuels and a strong LCFS!,Support clean fuels and a strong LCFS!,Support clean fuels and a strong LCFS!,Support clean fuels and a strong LCFS!"
Neutral_20,5,1008615520894335,1.0,"The combination of #solarenergy ☀️ and organic waste 🌿 could make it possible to produce #greenhydrogen at a very low cost, according to a study by the @[100064661354992:2048:University of Illinois Urbana-Champaign] at Chicago. This is how:"
Neutral_21,1,1198317712064227,1.0,"🚨 Beach Advisory: Elevated Bacteria at Siskiwit Bay Beach East (Cornucopia, WI) 🚨 As of July 28, 2025, the Wisconsin DNR has issued a warning for elevated E. coli levels at Siskiwit Bay Beach East, located directly in the City of Cornucopia. The advisory follows a sample taken at 9:10 a.m. showing bacteria levels high enough to raise health concerns for swimmers and families. Why might this be happening? 💩 Let’s talk about the elephant in the room: At a recent Town of Bell meeting (yes, it’s on record), local official Paul Ehler's openly discussed plans to divert sewage discharge into Lake Superior, rather than responsibly handling wastewater on land. They laughed. They shrugged. They brushed it under the rug. And now this. This isn’t just laziness. It’s reckless disregard for our health, our tourism economy, and the integrity of one of the world’s most sacred freshwater resources. These are the same people who love to wave the flag of environmentalism, until it’s time to raise taxes a few bucks for proper sewage treatment. Now the community, visitors, and our local ecosystem pay the price. Lake Superior deserves better than backdoor dumping deals and quiet pollution plans. Spread  …"
Neutral_21,2,1069537744556818,1.0,"The ICW or “The Ditch” leads directly into the ocean. Every purchase on our site keeps trash from flowing into the ocean, saving countless aquatic lives and maintaining safe quality of water. Just in time for Independence Day, its the perfect time to purchase and send us out to clean up! Buy a shirt today and make a difference for everyone."
Neutral_21,3,1809839630416156,1.0,"🌧️💧In Washington, every little action helps keep our rivers, lakes, and Puget Sound clean! Christine T. adopted her storm drain Sunshine☀️ and gives it a quick clean during her walks—she says it takes less than 5 minutes a day when there's debris. Cleaning up leaves and trash helps stop pollution from washing into our waterways. 🌿🌊 Want to help out too? Adopt a drain near you and report what you collect at wa.adopt-a-drain.org. It's easy and makes a real difference for Washington’s waters! #AdoptADrainWA"
Neutral_21,4,2425629844473049,1.0,"Rain today? Wait for drier days. Manure, fertilizer, and chemical applications should not occur right before rain or on saturated soil. Using the Minnesota Department of Agriculture’s Runoff Risk Advisory Forecast tool can help determine the best time to apply. Runoff washes away valuable nutrients and can lead to fish kills.,Rain today? Wait for drier days. Manure, fertilizer, and chemical applications should not occur right before rain or on saturated soil. Using the Minnesota Department of Agriculture’s Runoff Risk Advisory Forecast tool can help determine the best time to apply. Runoff washes away valuable nutrients and can lead to fish kills."
Neutral_21,5,729022206335792,1.0,"Only 40 miles separate voracious Asian carp from the world's largest freshwater ecosystem. To stop them, Illinois must reckon with its legacy of coal ash pollution. https://www.hatchmag.com/articles/toxic-waste-stands-way-protecting-great-lakes-invasive-carp/7716126"
Neutral_22,1,713703664542269,1.0,"❌ $20 million on a Sesame Street show in Iraq ❌ $50 million for Tunisia's tourism industry ❌ $8 million to Politico to run hit pieces on MAGA All CUT by DOGE... and that's only the start... So, we're going full support of DOGE till all the waste is cut! Join us 🇺🇸"
Neutral_22,2,bafyreid3gjzpkztblfrykax5thxrnxs7vgihx7so4jrfytxfrlpk56b7te,1.0,"Elon Musk said the U.S. DOGE Service is confident it will reach its goal of cutting $1 trillion in federal spending. He added later that he expected DOGE’s work will stretch another year, drilling into what he claims is massive fraud in Social Security spending www.washingtonpost.com/politics/202..."
Neutral_22,3,bafyreihcba47pmzpzlugerb5amryiyhxhnz3tvvxk3tmucan3drlfyigmu,1.0,"Nah. It's a funny specifically because it's the opposite of what trump is doing. Also, the obstacles to degrowth are partly made visible by the whole situation. Finally, it's not a ""joke"", but a genuine joke. Trump has done so much damage on all fronts of sustainable development, a joke is needed."
Neutral_22,4,bafyreifdacjxh74lwul5rhrls2mehy3a3uodbmgg5am3ckax4gykhlkkiy,1.0,"It will take a lot of people and planning. Plans to grow sustainable food forests, and people to teach others how to do it. And then Trump would fuck it up, so, I don’t know. But kudos to Mark for working on healthcare when republicans don’t really even have a “concept of a plan.”"
Neutral_22,5,bafyreiex4kejedp5o5iahz5pojvdyqxz7y7fesdpm2ogybiv24aclx6yei,1.0,"I don't know how sustainable that is. I think there was general denial that he would be this horrible. Now countries and companies MUCH smarter than him have time to formulate a plan. How will they react. We've already lost our standing as global function leaders, what is the world reaction?"
Neutral_23,1,976572267687339,1.0,"You’ve heard about tariffs. But not like this. They’re not just about trade. And what some call the Mar-a-Lago Agreement is reshaping everything. Here’s how it works—and what it means for you. 📬 Get the full story in 5 free emails: go.studentsforliberty.org/learn-tariffs,You’ve heard about tariffs. But not like this. They’re not just about trade. And what some call the Mar-a-Lago Agreement is reshaping everything. Here’s how it works—and what it means for you. 📬 Get the full story in 5 free emails: go.studentsforliberty.org/learn-tariffs,You’ve heard about tariffs. But not like this. They’re not just about trade. And what some call the Mar-a-Lago Agreement is reshaping everything. Here’s how it works—and what it means for you. 📬 Get the full story in 5 free emails: go.studentsforliberty.org/learn-tariffs"
Neutral_23,2,703836152119313,1.0,"The impact of these tariff wars is profoundly devastating to our economy and especially to small businesses. In light of this, we want to reassure you that are prices will NOT be impacted at this time. It has always been our mission to source sustainable and local brands making an impact. That's why we work primarily with small businesses making their products here in the US. We won't be jumping on the “tariffs made me do it” bandwagon any time soon! We're committed to not raising our prices in the foreseeable future. And we offer free shipping anywhere in the US, always. Shop local and support our small businesses at https://hereiambox.com/"
Neutral_23,3,907346654652060,1.0,"Donald Trump has proposed a flat tariff of up to 20% on all imported goods and an additional 60-100% tariff on Chinese products as a way to raise revenue from ‘rival nations.’ But the costs of those tariffs aren’t actually paid by other countries. Instead, they get passed down to American consumers. #wisconsin #wisconsinnews #wisconsinpolitics #trump"
Neutral_23,4,bafyreiac2dlj6t734zwfu5iokh3h5pjpxjmvvurmv6uua4hhzvrtt3d7ba,1.0,tariffs are insane and i don’t want to be a *huge* bitch but i am going to say that dropshipping was never the sustainable “small business” model y’all seemed to hope it’d be.
Neutral_23,5,bafyreigvdoplnvp5as6ua5ich4qtotznoz5ngbsaxa2gi3r7gh3toisori,1.0,"All this talk of tariffs to bring manufacturing jobs back to the US, and nobody is asking why they left (greed) or what is a more sustainable way to bring them back (also greed)."
Neutral_24,1,1387693129355718,1.0,"Join the race that never stops giving. With every step at the Run for Freedom, you’re fueling sustainable giving—resources that don’t run out—so frontline anti-trafficking organizations can keep fighting for freedom. #endhumantrafficking #runforfreedom #socialimpact #runninglife #runninggroup"
