cluster_id,topk_rank,cid,cluster_prob,text
Pro-Climate_11,2,579444548053251,1.0,"Let's be honest, the climate crisis is a health crisis. As a pediatrician in Reno, Nevada—the fastest-warming city in the U.S.—I’ve witnessed firsthand how climate change is impacting children. In my new book, ""The Air They Breathe"", I share powerful stories from my clinic: children harmed by worsening wildfires, smog, and heatwaves, and families displaced by hurricanes and other disasters. This book isn’t just about the health impacts of climate change—it’s about the moral responsibility we have to protect our kids and their future. I hope you’ll read it and join me in this conversation. #ClimateCrisis #HealthCrisis #ClimateChange #Pediatrician #ChildHealth #Wildfires #ExtremeWeather #GlobalWarming #ClimateAction #ProtectOurKids #FutureGenerations #PublicHealth #EnvironmentalHealth #TheAirTheyBreathe #ClimateJustice #SaveThePlanet #HealthyKids #SustainableFuture #HealthAndClimate"
Pro-Climate_11,3,1130672935058809,1.0,"In 2024, extreme weather events disrupted schooling for 242 million children in 85 countries. The next generation must be educated to not just face, but help solve, the climate crisis."
Pro-Climate_11,4,2383709878687809,1.0,"At Ecogenia, we're building Greece's first youth climate corps! 🌱 Young Greeks tackle climate challenges, gain skills, and create lasting change—all while staying rooted in their homeland. 🇬🇷💚 It’s a win-win for youth & communities. Join us in shaping a sustainable future! 🌍 👉 Support Ecogenia here: Link in Bio 🔗 #climatecorps #youthservice"
Pro-Climate_11,5,447562728357546,1.0,"We The Children is climate education by kids, for kids. Zach’s passion for the planet transforms complex climate topics into fun, relatable lessons that inspire young learners to become environmental stewards. Through peer-led discussions, expert interviews, and myth-busting, We The Children empowers students with practical solutions to make a positive impact. To help you bring this unique, kid-focused content into your classroom, we’ve created a FREE Climate Educator Toolkit. Download it today [LINK IN BIO] to enhance your curriculum with engaging lessons designed to motivate students to take climate action."
Pro-Climate_110,1,1309886270526204,1.0,"Forecasters predict this hurricane season will bring more named storms than usual. Yet the Trump administration is attacking the EPA to roll back protections, silence science, and allow more pollution into our communities – all things that are heating up the planet and causing more destructive hurricanes. EDF is fighting back against the danger, the debt, and the damage. Join us"
Pro-Climate_110,2,1848265399132689,1.0,"🌪️ Texas. Floods. Children. We can't stay silent. The latest news from Texas is heartbreaking: devastating floods have claimed lives, with dozens still missing — among them, children. Families, homes, streets — all were swallowed by water within hours. Pain. Confusion. Fear. This isn’t far away. It has become our shared reality. Climate disasters are becoming more frequent. And they’re no longer exceptional — they’re everyday life. 🟢 What is The Place We Live? It’s not just a social network. It’s a live-action platform that helps people act in real time: ✔️ Volunteers and concerned citizens can coordinate their efforts instantly; ✔️ Users can request and share essential supplies — gloves, bags, drinking water, protective gear; ✔️ The map shows critical areas: debris, pollution, places where help is needed; ✔️ We’re building a knowledge base so everyone knows how to help — safely and effectively. 📲 The Place We Live is about action, not just compassion. It’s a way to turn fear into something useful. 💬 We can’t stop the storms. But we can become a community that never turns away. We can raise a generation for whom caring for the world is not a choice — it’s a necessity. 🤝 Let each of …"
Pro-Climate_110,3,667692709017502,1.0,"You've probably heard the terrible news about cuts at @noaa and @nws , but do you know how the cuts could affect you? Here's why Moms are troubled by this news. #noaa #nws #extremeweather #mcaf"
Pro-Climate_110,4,1669098687310178,1.0,The intensity of storms that have caused devastating impacts to our communities have increasingly and scientifically proven to have been more likely due to climate change - which is mainly driven by fossil fuel emissions. Share this video to inform your comunidad!
Pro-Climate_110,5,1271895657156992,1.0,"Hurricane Helene continues to cause major destruction. Burning fossil fuels increases the intensity of unnatural disasters.,Hurricane Helene continues to cause major destruction. Burning fossil fuels increases the intensity of unnatural disasters.,Hurricane Helene continues to cause major destruction. Burning fossil fuels increases the intensity of unnatural disasters."
Pro-Climate_112,1,3994629417531439,1.0,"UNFAIR TRIAL: A billionaire oil CEO is trying to silence environmental activists forever. Kelcy Warren, the CEO who made billions from the Dakota Access Pipeline, has filed a staggering $300 million lawsuit against Greenpeace. Why? Because they stood with Indigenous water protectors at Standing Rock. This isn't just another lawsuit. It's a calculated attack to bankrupt one of the world's most effective environmental organizations and send a chilling message to anyone who dares challenge Big Oil. Warren – who once said environmental protesters ""need to be removed from the gene pool"" – chose a remote North Dakota courtroom for this showdown. That's why human rights lawyer Steven Donziger is taking action. He experienced similar tactics when Chevron targeted him after he won a pollution case against them. Steven is bringing a team of renowned civil rights attorneys to monitor this trial including: Marty Garbus (former lawyer for Nelson Mandela) Natali Segovia (Director, Water Protector Legal Collective) Jeanne Mirer (President, National Association of Democratic Lawyers) We need to raise $100,000 for legal monitoring and a global campaign to expose this billionaire's attempt to crush  …"
Pro-Climate_112,2,1004534768198177,1.0,"Trey Cox is leading the legal team representing Kelcy Warren’s company in a case that could shut down Greenpeace. The $669 million judgment, tied to Greenpeace’s support for Indigenous-led protest against a pipeline, could devastate one of the world’s most effective environmental groups. Now, Cox’s team is asking the court to require Greenpeace to post a $75 million bond just to file an appeal. If approved, that bond could spell the end of Greenpeace’s ability to defend itself in court. It’s a move that would send a chilling message to anyone standing up to corporate power. This case mirrors a pattern we’ve seen before: powerful interests turning to the courts to overwhelm environmental defenders with massive legal costs. Greenpeace is fighting back — from challenging the bond to filing a case in Europe under new anti-SLAPP laws. But they can’t do it alone. If you believe in the right to protest, to speak out, and to protect our planet — now’s the time to act. Get behind Greenpeace so they can win this appeal 👉https://chuffed.org/campaign/help-stop-big-oil/20250619a1 Comment WITH YOU when you have donated"
Pro-Climate_112,3,1431616944530996,1.0,"We’ve seen this before. People hauled away by ICE without warrants. Protesters arrested for speaking out. Legal threats used to chill dissent. Now the fossil fuel industry is copying that playbook — and using the courts to do it. Greenpeace is facing a massive judgment and a demand to post $75 million just to keep their case alive. It’s a new kind of suppression — legal, polished, and devastating. On July 2, a major hearing will decide what happens next. And if no one’s watching, the message will be clear: protest has a price tag. That’s why we’re acting fast. We’re raising funds to support legal observers, public reporting, and a full investigation into what this case means for protest rights — here and globally. This isn’t just a courtroom drama. It’s a warning shot aimed at everyone fighting for justice."
Pro-Climate_112,4,2138390039931942,1.0,"Kandi Mossett White stood on the land where her ancestors were buried and watched as Energy Transfer bulldozed their graves to make way for the Dakota Access Pipeline. She saw it with her own eyes. The destruction wasn’t “alleged”—it happened. Yet now, a North Dakota jury has ruled in favor of Energy Transfer, awarding them millions in a defamation lawsuit against Greenpeace for saying exactly that. This isn’t justice. This is corporate power using the legal system to rewrite history. Greenpeace stood with the Standing Rock Sioux to defend sacred land and water. Now they’re being punished for telling the truth. This case isn’t just about Greenpeace—it’s about silencing anyone who dares to challenge the fossil fuel industry’s destruction of Indigenous lands. If this ruling stands, it could bankrupt one of the world’s leading environmental defenders and set a terrifying precedent for corporate attacks on activists. Renowned human rights lawyer Steven Donziger—who helped hold Chevron accountable for poisoning Indigenous communities in the Amazon—is fighting back. His team is exposing the deep flaws in this case and mobilizing to defend Greenpeace from this blatant abuse of power. “Thi …"
Pro-Climate_112,5,616444491417108,1.0,"""The fossil fuel industry wants this buried. In a North Dakota courtroom, a pipeline giant used a lawsuit to try to crush Greenpeace—and by extension, the entire climate justice and Indigenous rights movements. What we saw in that courtroom was a travesty of justice. Jurors openly admitted bias. Some worked in the fossil fuel industry. There was no court reporter. No public transcript. And the judge lost control. We formed a trial monitoring team to document what no one else would. Our notes are the only public record of what happened. And now, we need your help to release a full report, launch a UN complaint, and keep monitoring what happens next. This isn’t just about Greenpeace. It’s about protecting the right to protest—and stopping corporations from rewriting the rules to silence movements that fight for people and the planet."" We’re raising $100,000 to fight back. Please donate what you can."
Pro-Climate_113,1,765969219446028,1.0,"Scientists say we can expect to see more dangerous heat waves, along with other unnatural and extreme weather, as the climate gets warmer. Here’s what you need to know:"
Pro-Climate_113,2,1421807619135002,1.0,"Nearly 150 million people sweltered as a heat dome lingered for days over half the country, smashing June temperature records from Kentucky to Maine. This deadly heat wave is part of a pattern of dangerous weather that is increasing as the climate gets warmer. Read on:"
Pro-Climate_113,3,989478646521423,1.0,"On July 21st, global temperatures hit the highest levels in recorded history. 😩 This is after 13 straight months of unprecedented temperatures and the hottest year scientists have ever seen. There is one major culprit behind this extreme heat and that is the fossil fuel industry. Big Oil companies have known for DECADES that their products would cause catastrophic climate damage and since then they've lied, blocked climate action, lobbied politicians, and taken up greenwashing campaigns to stop us from exposing them. But we know that we can #MakePollutersPay. Turn your rage into action and come join our fight through the link in bio. #EndFossilFuels #StopBigOil #ClimateAction #ExtremeHeat"
Pro-Climate_113,4,8190243851096617,1.0,"Experiencing unexpected heat waves? 🌡️ ⁠ ⁠ You’re not alone. Our planet has gone through 12 months of record-breaking heat thanks to climate change! Our power grid is feeling the heat too! Thanks to the boost from the Inflation Reduction Act, clean energy sources such as wind and solar are playing a crucial role in enhancing and fortifying our power grids for a sustainable and cooler future!⁠ ⁠ Let's secure a ✨️Hot Girl Summer✨️ for future generations, instead of a bummer."
Pro-Climate_113,5,2509259652597458,1.0,"If we can't have concerts, what can we have? Extreme heat, severe thunderstorms, and strong winds are creating hazardous conditions at concerts and music festivals. https://bit.ly/4cz1QQw"
Pro-Climate_114,1,bafyreigxyfphoy3usdmjihyk6uxh3l4rrlpbby55slhltydqvlsai64akq,1.0,To fully break free from fossil fuel imports and shield businesses & citizens from future energy shocks the EU need to accelerate the #EnergyTransition.
Pro-Climate_114,2,bafyreib35y2q3fjh6icyv5eh4e7myqtvsegf6wisia5f7qknjrhruojgqu,1.0,"Europe is decades ahead of the US in ending petrol dependency and the global climate crisis. Rail, bicycles, and public transport, not cars, dominate transportation. “Norway is a leader in renewable energy, with 98% of its electricity generation coming from renewable sources, primarily hydropower.”"
Pro-Climate_114,3,bafyreihd64efujjbj2hgbilvse34p3auh2kna2ztmfxx6hh4ptqrffmxcu,1.0,"❌ An economy based on fossil fuel imports for transport, electricity generation, industry etc. has massive energy security risks ✅ An economy predominantly based on electrotech (solar and wind, EVs, heat pumps) risks much less Just ask Europe in 2022"
Pro-Climate_114,4,bafyreifhwnv6dhltgxh7e7y5vozqpsbrsvran4otbl6b3pwapy4sngddta,1.0,"Naturally, germany will spend highly for a few years to make up the underinvestment and then return to a low, adequate, sustainable level, while infrastructure and climate spending will only increase as ways to invest those fields effectively increase from the current dearth"
Pro-Climate_114,5,bafyreib6tjg74lppuoksd3e3lm3v57n2zzzegc2mochrs57j42wmla2keq,1.0,"Europe can break free from fossil gas - and other fossil fuels too For real energy security, the EU and governments must stop new fossil fuel projects coming online, because their risk locking us into dangerous dependencies Here's how:"
Pro-Climate_115,1,1120988466051911,1.0,"Attorney Brett Schreiber has filed a mass action lawsuit against Veolia North America, claiming the company’s negligence worsened the sewage crisis in Imperial Beach. While Schreiber argues the pollution should have been prevented, Veolia insists the issue stems from Tijuana’s infrastructure problems."
Pro-Climate_115,2,2065755220546185,1.0,"Carrboro officials filed a landmark lawsuit Wednesday afternoon against Duke Energy Corp., accusing the utility giant of orchestrating a decades-long climate deception campaign. The suit, filed in Orange County Superior Court, claims Duke Energy misled the public about fossil fuels’ role in the climate crisis, delaying a transition to renewable energy and costing the town millions. At a press conference, Mayor Barbara Foushee called the move a stand against environmental injustice. “Historically underserved and marginalized communities are facing disproportionate impacts and health risks that are associated with climate change,” Foushee said. “This was not an easy decision to make, but I believe that we must be courageous as we call out these injustices and seek change and accountability.” The lawsuit highlights Duke Energy’s alleged strategy to block climate action while profiting from fossil fuels, despite knowing their dangers for over 50 years. Mayor Pro Tem Danny Nowell said, “It’s time for us to hold Duke Energy accountable for decades of deception, padding executives’ pockets while towns like ours worked to mitigate the harmful effects of climate change. This suit will allow …"
Pro-Climate_115,3,2161552867627063,1.0,"From the desks of @polluterspay & @public_citizen: ""Climate change is already harming people in communities across Rhode Island. In Westerly and Narragansett, homeowners face skyrocketing flood insurance premiums. In Newport, historic sites require multimillion-dollar protections from rising seas. These mounting costs are falling disproportionately on taxpayers, small businesses, and vulnerable communities, yet they are in large part the result of reckless conduct undertaken by major fossil fuel companies that are responsible for generating the vast majority of all the global greenhouse gas emissions that have caused our planet to heat up. That’s not fair. The companies that created this mess should help pay to clean it up. That’s exactly what the Rhode Island Climate Superfund Act...would require — that Big Oil companies help our state adapt to the climate crisis they knowingly caused, in an amount commensurate with the proportion of overall global emissions they are responsible for generating."""
Pro-Climate_115,4,662305709513584,1.0,"Last year both Vermont and New York’s Senate passed a climate superfund — that will require fossil fuel companies to PAY for the state's climate damages, including catastrophic flooding and other extreme weather. If you live in Maine, tell officials that they should follow suit through the 🔗 in bio! In the last 5 years, Maine has faced more than $90 billion in damages for extreme weather events like floods, droughts, and extreme storms. A climate superfund pays for the cost of repairing and adapting to climate damages the same way the federal Superfund law allows the Environmental Protection Agency to retroactively receive funds from polluters to recover contaminated sites. If Big Oil doesn’t take responsibility for their mess, the costs will just fall on all Mainers, draining money from schools, public services, and our own pockets."
Pro-Climate_115,5,1048479826620883,1.0,"Vermont becomes 1st state to require oil companies to pay for damages! ⁠ ⁠ ""Vermont has become the first state to enact a law requiring fossil fuel companies to pay a share of the damage caused by climate change after the state suffered catastrophic summer flooding and damage from other extreme weather."" ⁠ ⁠ Source: NPR ⁠ ⁠ Make polluters pay!"
Pro-Climate_117,1,bafyreibjxldniaozesu5idlyvsbjpn3aqj4qqsypppk2xhfnmrmro6mque,1.0,Behind gutting FEMA is the fossil fuel industry because each time these disasters happen and are getting worse - Climate Change comes up. Trump and the Republicans get huge amounts of $$$$ from them.
Pro-Climate_117,2,bafyreic2hqjuix4be3ucbuskgvrbafloax25ceof6ogrfdcl5j5awcjuta,1.0,The fossil fuel industry has been coaching Trump to convince MAGA and the willing fools that it’s windmills and not climate change that’s killing marine life. 🤔
Pro-Climate_117,3,bafyreielun6rwkwran4trw2cyou7b7kd6fyj7ra53ijjrlvlyj5ld3zdki,1.0,To be fair spending so many months with his head buried in the fossil fuel lobby’s ass has probably stunted his intelligence
Pro-Climate_117,4,bafyreicxgvdjgxiqsnjeh6re3l4e4banvyyai6hogcsvzacchknignmxt4,1.0,Trump loves fossil fuel. Guess what scientists work for them. Will Trump get rid of scientists at Fossil Fuel companies? 🙈
Pro-Climate_117,5,bafyreihfybqdt4fm6plfzuasvs5xbq4dikawg2i6wv3nt22fnulisu5pae,1.0,"Political payback to the fossil fuel industry that helped him get reelected, (and subsequently not sentenced to prison time.) Industrial protectionism."
Pro-Climate_12,1,3998797473783492,1.0,"Electric school buses benefit kids’ health and learning, reduce pollution and can even save schools money. But the Trump administration has been cutting crucial federal funding that helped more than 1,000 schools get them. Here’s what you need to know:"
Pro-Climate_12,2,534658829576787,1.0,"Cleaner air, healthier kids, and a greener future! Thanks to $7.9M from Joe Biden’s Clean School Bus Program, Philly schools double their electric bus fleet to 40! 🚍💨🌱#CleanEnergy Learn more: https://boomtownusa.us/philadelphia-schools-receive-7-9m-for-20-electric-buses-doubling-fleet/"
Pro-Climate_12,3,1367234944441116,1.0,"About 530 school districts across Arizona will get new electric school buses as part of a program championed by Vice President Kamala Harris, according to KTAR News. This will mean cleaner air for school children and protection for the climate from greenhouse gas pollution."
Pro-Climate_12,4,1050429850040649,1.0,These electric buses are getting kids to school safely and without toxic pollution. 💫
Pro-Climate_12,5,851237307190066,1.0,"Breaking News! Clean School Buses are rolling out in Arizona. These buses will save thousands of kids from exposure to dirty diesel bus exhaust. Zero-emission vehicles reduce air pollution in our communities, cut costs, and provide our kids a clean, healthy ride to school–and this program is just getting started. Find out more at Moms Clean Air Force."
Pro-Climate_120,1,3999506050297036,1.0,The Trump administration just launched an attack on climate accountability—trying to block states from holding Big Oil accountable. This isn’t about politics. It’s about who pays for climate damages: greedy corporations or working families. 𝐓𝐚𝐤𝐞 𝐚 𝐬𝐭𝐚𝐧𝐝 𝐭𝐨𝐝𝐚𝐲. 𝐃𝐞𝐦𝐚𝐧𝐝 𝐜𝐥𝐢𝐦𝐚𝐭𝐞 𝐣𝐮𝐬𝐭𝐢𝐜𝐞 𝐍𝐎𝐖.
Pro-Climate_120,2,1927544121016583,1.0,"While we're paying the cost of climate change, oil companies are making more money. https://bloom.bg/4cBExGM"
Pro-Climate_120,3,807418921589527,1.0,"Big Oil is crying, but corporations ruining our climate don't deserve our tax dollars."
Pro-Climate_120,4,367666179494861,1.0,"When Big Oil tries to convince you that saving the environment is ""bAd FOr tHe ECoNoMY""...⁠ ⁠ ""In 2021, a peer-reviewed paper entitled “Weaponizing Economics” tracked the activity of a group of economic consultants who were hired by the petroleum industry for decades. “They produced analyses that were then used by both companies and politicians … to tell the public that it would just be way too expensive to act on climate, and that in any case, climate change was not going to be a big deal, so the best thing to do would be to do nothing,” the paper’s co-author Ben Franta, head of the Climate Litigation Lab at Oxford University, said."" ⁠ ⁠ Source: The Guardian"
Pro-Climate_120,5,bafyreibjpop2ug7qqk2jqyq3w5ztozz3bbvh75xkm745mewnnfhtdijzee,1.0,"Big business, oil and gas, using their same old playbook: blame consumers for the climate crisis. But the billions they've spent lying about the reality of climate change and delaying action? Not their fault! @govkathyhochul.bsky.social signing #climatesuperfund should be a no brainer."
Pro-Climate_121,1,1684583825825790,1.0,"5 ways Big Oil spread climate change misinformation: 1. In 1978, Exxon admitted that the “present trend of fossil fuels will cause dramatic environmental effects by 2050.” Later, Exxon lobbied to convince the public that climate change science is uncertain. 2. Multiple oil companies pledged to be net zero and align with the Paris Climate Agreement. Internally, BP said “No one is committed to anything other to stay in the game.” 3. The fossil fuel industry has rebranded methane gas to “natural gas.” Although BP publicly marketed gas as clean, internally, they knew methane emissions do not support climate goals. 4. In 2008, oil companies committed to develop algae as a biofuel. Exxon spent $175 million to advertise their research. Their research lagged and by 2023, all companies ended their algae programs. 5. Six fossil fuel companies spent $700 million on academic research programs, leading to public research favoring methane gas over renewable energy. Schools include Harvard, Princeton, Tufts, MIT, and Berkeley. Big Oil lied for decades. And our campaign continues to call them out. #TheyKnewTheyLied"
Pro-Climate_121,2,742567492053952,1.0,Comment below if you already knew this crazy fact. ⬇️ Fossil fuel companies have funded and created campaigns to fuel climate inaction and misinformation. Don't be fooled; we CAN take action to prevent the most drastic effects of climate change from coming to fruition. Want to learn more? Check out this article: https://hubs.ly/Q03tBMKS0 #ClimateChange #Misinformation #Meme #ClimateComedy
Pro-Climate_121,3,1112597266986429,1.0,"The real scare? Oil & gas blaming you for climate change. Proud #SeventhGenerationPartner exposing root causes. #SustainableFashion,The real scare? Oil & gas blaming you for climate change. Proud #SeventhGenerationPartner exposing root causes. #SustainableFashion"
Pro-Climate_121,4,1094749812251316,1.0,"⛽Science proves it: Shell, BP, ExxonMobil, and Chevron are directly linked to the wildfire devastation that now consumes the western US and Canada every year. For decades they've known that their products and practices contribute to climate change…yet they still lead disinformation campaigns to confuse us. We’re putting a stop to it. 👉Give today and make 2X the difference!"
Pro-Climate_121,5,bafyreieonyyzd74wlxa7tmivyiom4tdrq5wrlzhljcgpishldq3bjcsswy,1.0,The evidence is overwhelming that major fossil fuel corporations deserve to be held accountable for their decades of climate deception and the resulting devastation. We must #MakePollutersPay!
Pro-Climate_126,1,2262103504249384,1.0,"Our leaders should support policies that harness abundant, clean power — rather than sending us back to the grid of the 1950s. EDF’s AVP of Innovation and Technology Policy explains."
Pro-Climate_126,2,918183573594003,1.0,"As a leader in the clean energy transition, we’re building a brighter future for America."
Pro-Climate_126,3,1091756775654652,1.0,"More high-quality jobs for Americans? Yes, please. Thanks to the Inflation Reduction Act (IRA) and $500B in investments, over 100K new clean energy jobs have been generated throughout the US. Check out Tyler’s journey, from welding to solar equipment manufacturing, and see what it means to him to provide a sustainable future for his family and energy independence for our country. Click the bio link to hear from more Americans. Has the IRA impacted your life? Share in a post, tag @Nextracker_inc and include #NXWorkersStories. #SolarWorkersStories #CleanEnergyAcrossAmerica #CleanJobs #SustainableEnergy #Nextracker #NXT #AmericanJobs"
Pro-Climate_126,4,1619844145265123,1.0,"Clean power is energizing American manufacturing. ⚡️ Over the past two years, 42 new manufacturing facilities have been added, creating over 20,000 jobs, and 160+ new factories and expansions have been announced. Learn more: bit.ly/ACP2024Manufacturing"
Pro-Climate_126,5,1499312761386905,1.0,"Affordable, reliable, clean energy is the most important input for economic growth from which prosperity flows."
Pro-Climate_127,1,1672123873545555,1.0,Michigan continues to lead the nation with clean energy projects and investment with 21k+ new jobs since August of 2022. Michigan is making the next generation of technology just like we've always done!
Pro-Climate_127,2,1025127862526037,1.0,Michigan manufactures the future of the USA and Holland knows that as well as anyone. Read how we're making new kinds of batteries in the Tulip City:
Pro-Climate_127,3,1096084738918057,1.0,Michigan is at the forefront of new technology with the launch of this new climate investment fund. This will help ensure Michiganders are the ones who see the fruits of the new energy economy!
Pro-Climate_127,4,2238954839808199,1.0,GM and the University of Michigan are leading both Michigan and the country to the future as they always have. Making sure all part of our energy infrastructure is sustainable is crucial to our success!
Pro-Climate_127,5,1889593728213077,1.0,Michigan is leading the charge to clean up our environment and here are the folks cleaning up the Great Lakes State as part of Michigan Climate Corps
Pro-Climate_128,1,1822055598649640,1.0,"Battery energy storage systems are increasingly supplied by cheap and abundant renewable energy. During peak usage periods and outages, battery storage can instantly injecting energy into LIPA’s existing electric grid when and where it’s needed. This means more reliable power delivery to homes, schools, hospitals and businesses. ⚡"
Pro-Climate_128,2,591210870179290,1.0,"Battery storage plants are vital to expanding renewable energy in California, but safety concerns are growing"
Pro-Climate_128,3,1135803354578524,1.0,Rancho Viejo’s battery energy storage makes the local power grid more reliable and resilient.
Pro-Climate_128,4,1143479510814531,1.0,"AzGT utilizes our new Battery Energy Storage Systems (BESS) to store and use renewable energy during peak hours or outages, ensuring low-cost, reliable power all while reducing the carbon footprint. We’re actively shaping a resilient energy landscape for our communities! #AzGT"
Pro-Climate_128,5,1704460583632190,1.0,"🔋🌞 Battery storage is revolutionizing renewable energy! At B2U, old EV batteries find a second life, storing solar power to keep the lights on even when the sun isn’t shining. With new technologies and cost reductions, battery storage is becoming essential to a reliable and sustainable energy grid. Massive projects are paving the way for a renewable future. Ready to join the clean energy revolution? Embrace a sustainable future with ProSolar! 🌱🔋 Read full article: https://www.cbsnews.com/news/battery-storage-renewable-energy-solar-wind-climate-change/ #RenewableEnergy #BatteryStorage #SolarPower #ProSolarSystems"
Pro-Climate_129,1,556845563617122,1.0,"During climate disasters and blackouts, there may be a cleaner alternative to generators. https://bit.ly/3NQRylb"
Pro-Climate_129,2,1955652501854487,1.0,"Renewable power is key part of reliability in the UP. Read more about how there are even more opportunities for a cleaner, more reliable, grid!"
Pro-Climate_129,3,586326903872496,1.0,☀️ DID YOU KNOW: Generating electricity from solar costs less than half that of the cheapest fossil alternative.
Pro-Climate_129,4,1061334042334401,1.0,Did you know that it's cheaper to build solar panels or cluster of wind turbines and connect them to the grid than to keep operating coal plants?
Pro-Climate_129,5,881411140118393,1.0,"With record high temperatures across the country, renewable energy is doing its part by generating stable and reliable electricity for American homes and businesses. Now that's a bright idea!"
Pro-Climate_13,1,1715372969073871,1.0,"Increasing public transit investments expands people's transportation choices, saves households money, and reduces pollution."
Pro-Climate_13,2,1035203901714404,1.0,"By reducing pollution, public transit can be the climate hero we so desperately need 🚌"
Pro-Climate_13,3,1904768676701037,1.0,"So you're telling me...our health, climate, and pollution levels could all improve if elected officials would just invest in public transit? Yet they aren't? 🤔"
