cid,text,claim,stance,cluster_id,cluster_prob
1942088099908642,"""The Trump administration does not care about your family’s health and safety. They do not have a plan to protect you and the people you care about from dangerous pollution, extreme weather events and he worsening climate crisis."" New op-ed by Sierra Club Clean Transportation for All Director Katherine García on the Trump EPA's dangerous proposal to gut national vehicle pollution standards and climate protections: https://bit.ly/4m8tfhj",Claim,Pro-Climate,Pro-Climate_36,1.0
3998797473783492,"Electric school buses benefit kids’ health and learning, reduce pollution and can even save schools money. But the Trump administration has been cutting crucial federal funding that helped more than 1,000 schools get them. Here’s what you need to know:",Claim,Pro-Climate,Pro-Climate_12,1.0
1939807733525517,"Air pollution is deadly. Thankfully, we have the solution: Clean Energy. ✅ Help save lives by choosing Public Service Commissioners who value health over polluters.",Claim,Pro-Climate,Pro-Climate_36,1.0
24495851933417223,"Pollution from fossil fuels damages children’s lungs and causes asthma attacks. But Georgia’s Public Service Commission (PSC) voted to keep burning dirty, expensive, harmful fossil fuels instead of moving to clean energy. It’s time to protect our kids and speak up for clean, safe energy. This fall, vote for a PSC Commissioner who will protect our families.",Claim,Pro-Climate,Pro-Climate_36,0.630425214767456
1286450146275889,Air pollution harms our babies' health and well-being before they’re even born. Prenatal exposure to pollution increases the need for ventilators in newborns and lowers children’s IQs. Clean energy protects future generations! Learn more about the PSC and pledge to vote for Public Service Commissioners who invest in the health of Georgia families on November 4.,Claim,Pro-Climate,Pro-Climate_36,0.9082688689231873
1809290509693112,1700 tons of toxic pollution. That’s how much will be released by Dominion’s gas plant each year. This is a serious threat to your health and well-being. Protect your family and make your voice heard today.,Claim,Pro-Climate,Pro-Climate_36,1.0
1309886270526204,"Forecasters predict this hurricane season will bring more named storms than usual. Yet the Trump administration is attacking the EPA to roll back protections, silence science, and allow more pollution into our communities – all things that are heating up the planet and causing more destructive hurricanes. EDF is fighting back against the danger, the debt, and the damage. Join us",Claim,Pro-Climate,Pro-Climate_110,1.0
1435318754247828,"🚨 URGENT: The Trump administration is gutting 31 critical protections that keep our families safe from toxic pollution. We can’t let them destroy our clean air, clean water, and environment. Donate now to fuel NRDC's efforts to defend our environment before it's too late >>",Claim,Pro-Climate,Pro-Climate_36,0.9264615774154663
1126487172878993,"ADD YOUR NAME: We cannot allow President Trump to put polluter profits before public health! ➡️ Protect your right to clean air and demand climate protections stay in place today.,ADD YOUR NAME: We cannot allow President Trump to put polluter profits before public health! ➡️ Protect your right to clean air and demand climate protections stay in place today.",Claim,Pro-Climate,Pro-Climate_36,1.0
1705810760127619,"You’ve supported NRDC in the past. So you know, President Trump’s agenda for our environment is crystal clear: Tear up public lands like the Arctic National Wildlife Refuge for oil drilling. Dismantle environmental protections. Gut the EPA. Give huge taxpayer handouts to Big Oil. Slash clean energy programs. We need you back in the fight. Renew your support for NRDC’s work to defend our planet. All gifts are 100% tax deductible.",Claim,Pro-Energy,Pro-Energy_58,0.5178937911987305
792663559797827,"The Trump administration is attempting its most extreme environmental rollback yet. If this plan works, you can expect more extreme weather, more respiratory illnesses, more air pollution and the EPA will be stripped of its power to regulate polluters. That’s why we’re urging you to leave a public comment making it clear that this is unacceptable. Take action today> https://brnw.ch/21wVDUe",Claim,Pro-Climate,Pro-Climate_36,1.0
806542665650227,New polling shows Marylanders of all political stripes overwhelmingly support offshore wind. Get the facts.,Claim,Pro-Energy,Pro-Energy_42,0.3739301562309265
1564957384883410,Protecting us from financial predators. Keeping our air and water clean. Making sure our food won’t make us sick. Regulations help keep us all safe. So why is Trump gutting so many of them? Hint: follow the money.,Claim,Pro-Climate,Pro-Climate_36,1.0
1055101166505415,"Nuclear is the power source of the future ... and it has been for about 50 years. Could this time be different? In 1967, America expected to operate 1,000 nuclear power plants by the year 2000. But today, the actual number is just 54. What happened? For decades, nuclear energy was subject to (usually incorrect) fears about its safety. Lately, however, those fears are fading. Support for nuclear is nearing an all-time high. And there are understandable reasons for that. A single uranium pellet generates as much energy as 120 gallons of oil or a ton of coal. And we’re going to need a lot of power. The U.S. Department of Energy estimates that the world will use as much as 75% more electricity by the year 2050, partially because of the demands of energy-intensive technologies like AI. That’s why many tech companies are now leading the charge to develop new nuclear resources. It’s also the case that nuclear is the most viable technology to both provide abundant energy and reduce carbon emissions. In fact, in places like Japan and New York the closure of nuclear plants — despite being touted as an environmental victory — has actually led to *increased* carbon emissions. And because nucle …",Claim,Pro-Energy,Pro-Energy_35,1.0
4006703719594163,"The Trump administration is quietly dismantling the EPA’s Office of Research and Development (ORD), the team of scientists who keep America’s air, water and food safe. EDF’s chemical policy lead, Maria Doa, warns that this isn’t just a restructuring, but a strategic assault on independent science. Read more:",Claim,Pro-Climate,Pro-Climate_36,1.0
755451557282127,America used to love nuclear energy. Then it hated it. Now it ... loves it again?,Claim,Pro-Energy,Pro-Energy_34,0.6938000321388245
1482013546285064,"We're gonna need bigger ocean protections. 🦈🌊 #Jaws Spoiler alert: the real villain in Jaws wasn’t the shark. It’s overfishing, climate change, and pollution putting our ocean at risk. The 30x30 Progress Tracker is helping communities protect 30% of the ocean by 2030—because we all deserve a happy ending. Learn more about how the Bloomberg Ocean Initiative works with partners around the world to protect our ocean: https://bloombg.org/bloombergoceaninitiative",Claim,Pro-Climate,Pro-Climate_62,0.5053789019584656
2149777288833520,"🌎 5 Reasons to Support Air Alliance Houston Air pollution impacts our health, our environment, and our future. Here’s why your support matters. 1️⃣ Clean Air for ALL Fighting for healthier air in communities disproportionately burdened by pollution. 2️⃣ Data That Holds Power Our “Dirty Dozen” report exposes the worst industrial polluters in Harris County—fueling change with facts. 3️⃣ Community Alerts Low-cost air monitors and real-time alerts keep residents informed and empowered to act. 4️⃣ Legal Justice Taking polluters to court, protecting community voices, and securing millions in environmental justice funding. 5️⃣ Knowledge Is Power Since the 1990s, we’ve been building environmental leaders—blending research, education, and advocacy to raise awareness and inspire action across Houston. ✨ Join us. Share this post. Be part of the change. https://bit.ly/45lDpEJ",Claim,Pro-Climate,Pro-Climate_36,0.7239392399787903
678722481158120,Reasons why Hillcorp is our #PolluterOfTheMonth: 💨 Spews methane pollution from New Mexico to Alaska 💸 Racked up nearly $24 million in environmental penalties 🏫 Caught releasing methane just ¾ of a mile from elementary schools ☠️ Supported trade groups that lobbied to kill the methane emissions fee Hilcorp doesn’t just pollute — they help shape the rules to keep doing it. And we'll keep calling out the fossil fuel industry’s dirtiest players,Claim,Pro-Climate,Pro-Climate_22,1.0
1409075490392555,"👀 Meet our #PolluterOfTheMonth for August: Hilcorp Energy — the country’s #1 methane polluter in oil and gas. Hilcorp been making headlines for all the wrong reasons: 🚨 Millions in fines for pollution violations 🚨 Dozens of methane plumes spotted from space 🚨 Harmful emissions on tribal lands and near schools 🚨 …and ties to the successful campaign to kill the U.S. methane pollution fee. With the methane fee now officially scrapped for the next 10 years, Hilcorp’s excessive emissions just got a free pass.",Claim,Pro-Climate,Pro-Climate_22,0.8416052460670471
3255485277942913,"Ever wondered what happens when tourism in one of the world’s most remote seas actually gives back to the ocean and the people who live there? This isn’t just another diving trip; it’s a movement to protect iconic marine life, such as hammerhead sharks, tackle plastic waste at its source, and ensure the communities of the Banda Sea thrive alongside the reefs. Watch to see how a simple wildlife sighting can spark real change and how one vessel will be crowned the ultimate Banda Sea Regeneration Hero in 2025. #BandaSea #BandaNeira #Banda #Indonesia #Maluku #RegenerativeTourism #OceanEye #EcoNusa #DiveForChange #MarineConservation #HammerheadShark #Conservation #EcoTourism #Liveaboards #ScubaDiving #snorkeling",Claim,Pro-Climate,Pro-Climate_62,0.6316100358963013
1149986290309478,"Public health student, Christinne Dobbins, makes it clear: legislation focused on reducing indoor air pollution is the first step lawmakers can take to help their constituents live healthy, better lives. ⁠ ⁠ Learn how you can take that step in the link in our bio! ⁠ ⁠ #PublicHealth #IndoorAirQuality #GasStoves #ClimateAction #SaferHomes⁠ #EnvironmentalHealth",Claim,Pro-Climate,Pro-Climate_36,1.0
1295491288364080,"Where you live shouldn’t decide how long you live. In Miami, Black and Brown neighborhoods breathe pollution while others breathe clean air. That’s environmental racism and we can change it. Join the fight for clean air today.",Claim,Pro-Climate,Pro-Climate_36,1.0
1505035057179288,"🤔 🍃 Have you ever thought about your own carbon footprint? We often don't realise in how many areas of our lives the little things can work wonders. Come on a tour of our office and learn all about how you can contribute to sustainability in your everyday working life. 1️⃣ Sending an e-mail rather than a letter and generally using less paper helps to save valuable resources. 2️⃣ It is better to unplug appliances completely when they are not in use. This not only helps the environment but also saves electricity costs. 3️⃣ Drinking water from a dispenser and from glass bottles can make a big difference. Glass bottles can always be used and can help counteract the high consumption of plastic waste on earth. 4️⃣ You can also reduce your own CO2 footprint through your diet. For example, you can eat vegetarian food more often or choose fixed days of the week when you don't eat meat. 5️⃣ Using public transport or even cycling to work is a real game changer when it comes to reducing pollution. Many employers also offer discounts on public transport tickets. What are your best tips for more sustainability in the workplace? 👇",Claim,Pro-Climate,Pro-Climate_63,0.9649299383163452
1318684906270432,"As a Physician, Dr. Richard understands that legislation can make a difference in people’s lives.⁠ ⁠ Investing in people today can have a significant return on investment in the long term. The Healthy Homes Act allows people to electrify their homes and leave fossil fuels in the past, improving their health outcomes for years to come! ⁠ ⁠ Read how you can say goodbye to your gas stove in the link in our bio. #HealthyHomesAct #InvestInPeople #ElectrifyEverything #CleanEnergy #FossilFreeFuture #HealthyHomes #ClimateAction #NoNewFossilFuels⁠",Claim,Pro-Climate,Pro-Climate_36,0.9220377802848816
1115582753845325,"The climate crisis is putting kids at risk — from heatwaves to air pollution. This episode explores how environmental and reproductive justice intersect, and what we can do to protect future generations. Watch now to learn more! #ClimateJustice #ReproductiveJustice",Claim,Pro-Climate,Pro-Climate_11,1.0
1001001242060192,Big Oil wins again: Trump repealed a pollution rule that could kill 500K jobs and raise gas prices for working people.,Claim,Pro-Climate,Pro-Climate_36,0.9619876146316528
708182915589807,Cutting methane pollution is still the fastest way to reduce warming in the short term. We need ambitious action to seize this opportunity.,Claim,Pro-Climate,Pro-Climate_22,1.0
1310444043851825,"Schools aren’t just for learning—they’re where kids breathe, play, and grow. 🏫 Through @[61553706286493:2048:Breathe Cities], we’re supporting cities across the world in installing air sensors near schools—so kids can grow up healthier and entire communities can breathe easier. Learn more about how cities are using data to reduce air pollution and protect public health: https://breathecities.org/",Claim,Pro-Climate,Pro-Climate_36,0.7227962613105774
760848766591335,"Instead of protecting us, EPA administrator Lee Zeldin is leading an attack on key environmental safeguards that protect public health and welfare. Learn more about what's at stake:",Claim,Pro-Climate,Pro-Climate_36,1.0
1699674784065973,"🚨 Methane pollution so massive, it was visible from space. On May 27, 2025, Hilcorp’s San Juan Gas Plant in Bloomfield, New Mexico was caught red-handed by satellite — spewing methane into the air at 462 kilograms per hour. That’s a super-emitter event. And it happened just 3/4 of a mile from two elementary schools: Naaba Ani and Rio Vista. This isn’t a one-time incident. Hilcorp has been linked to at least 55 methane plumes visible from orbit. No wonder they are our #PolluterOfTheMonth.",Claim,Pro-Climate,Pro-Climate_22,0.735306978225708
781758054251310,"Aaaand the evidence backs it…. A USC study found that children living within about 75 meters of a major road were nearly 50% more likely to report asthma symptoms compared to those further away. Soil tests in neighborhoods near Exide showed that 76% of parkways still exceed lead safety thresholds (even after cleanup) All while CalEnviroScreen places Southeast LA census tracts in the top 90th percentile for pollution burden statewide. Here are a few things you can do to take action! 1. See your block’s risk. Open the CalEnviroScreen map and type your address. Check pollution burden + nearby sources so you know what you’re dealing with. ￼ ￼ 2. If you’re in the Exide footprint, speak up. Use DTSC’s Exide Cleanup Feedback portal to report missed cleanups, re-contamination. ￼ ￼ 3. Report odors, smoke, dust, or truck idling and file an online complaint with South Coast AQMD or call 1-800-CUT-SMOG (1-800-288-7664). Multiple complaints = faster inspections. ￼ ￼ ￼ 4. Plug into East Yard (@eycej)! It’s the easiest way to stay plugged into what’s really happening on the ground. #community #bell #bellgardens #cudahy #maywood #southgate #lynwood #huntingtonpark #boyleheights #lbc #environmental …",Claim,Pro-Climate,Pro-Climate_36,0.7200178503990173
2549407405403782,Republicans have passed the most destructive anti-climate bill in recent history. This horrific legislation lets big corporations pollute our air and waters and raises costs for everyday families while giving massive tax breaks to the ultra-wealthy and Big Polluters. This is an all-out attack on our environment and we need to fight back. We’re still missing your signature so please don’t wait. Tell the Senate to Protect Public Lands and Clean Energy,Claim,Pro-Climate,Pro-Climate_98,1.0
699880193070182,"Reps Steil and Van Orden, who were elected to look out for Wisconsinites, knew the dire consequences of the megabill on our state and voted for it anyway. It’s the most unpopular, most anti-environment bill in US history. It’s going to raise energy costs in Wisconsin by as much as 8% by 2029, and kill thousands of jobs - not to mention the toll of increased pollution on our communities. There’s nothing more unAmerican than this bill, yet Steil and Van Orden helped make it law.",Claim,Pro-Climate,Pro-Climate_134,0.7128191590309143
2041481699591921,Trump's EPA may pretend we're not at risk. But the truth is clear: We ARE endangered. Trump wants to kill the Endangerment Finding which is the legal and scientific foundation of EPA’s responsibility to limit greenhouse emissions 😡 😡 😡 😡 😡 #mcaf,Claim,Pro-Climate,Pro-Climate_36,1.0
1101395451957284,"In 2024, Trump asked oil executives and lobbyists to donate to his campaign, and if elected, he would roll back environmental rules. His administration is now trying to make good on that promise with a rollback so extreme it would spike air pollution, leading to 12,000 premature deaths and 8.5 million more asthma attacks. Families, children, and seniors will pay the price while polluters profit. Here’s what you can do:",Claim,Pro-Climate,Pro-Climate_36,1.0
1101632438827089,Trump’s EPA is trying to reverse protections from climate pollution. But the science is clear: climate pollution endangers our lives and our health. Learn more:,Claim,Pro-Climate,Pro-Climate_36,1.0
2180079179486193,President Trump has given more than 160 facilities across 40 states – from coal-fired power plants to chemical makers – a way to avoid safeguards on dangerous air pollution. Find out if you’re one of the nearly 2 million people who live near a polluter that’s now allowed to dodge U.S. clean air laws:,Claim,Pro-Climate,Pro-Climate_36,0.672298789024353
24109070945445230,The government is legally required to protect people from climate-busting pollutants like carbon dioxide and methane -- but the Trump admin's EPA wants to reverse this legal requirement and let polluters pollute without restriction. We need your help to stop this dangerous proposal. The EPA is now accepting public comments. Help us flood them with comments before the deadline of September 22nd.,Claim,Pro-Climate,Pro-Climate_36,1.0
3153108951517221,"𝗧𝗵𝗶𝘀 𝗶𝘀 𝗵𝗲𝗮𝗿𝘁𝗯𝗿𝗲𝗮𝗸𝗶𝗻𝗴: Overfishing, ocean pollution and warming waters have put blue whales, hammerhead sharks, green sea turtles and more species at risk of extinction. Our team is working to expand protected ocean areas, but our continued work is only made possible by the support of people like you. That’s why we set a goal to gather signatures from 10,000 conservation supporters before 11:59 p.m., but we’re still 2,674 signers short. So please, before we lose these species for good, will you add your name now to help protect the ocean?",Claim,Pro-Climate,Pro-Climate_62,0.6726711392402649
943338281316616,"👀🦭 yes I know this is a female but it was too funny not to post with this caption..🤣 Sea lions are intelligent, social marine mammals found along coastlines and islands around the world. Known for their playful behavior and loud vocalizations, sea lions are often spotted basking in the sun or diving gracefully through the waves. Unlike true seals, sea lions have external ear flaps and use their strong front flippers to “walk” on land, giving them much more mobility. They’re also excellent swimmers, capable of diving hundreds of feet deep and holding their breath for up to 10 minutes. In the wild, sea lions play a vital role in maintaining the balance of marine ecosystems. However, they face growing threats from climate change, pollution, overfishing, and entanglement in plastic waste. By learning more about sea lions and how they live, we can better protect the oceans they depend on—and so do we. #SeaLions #MarineLife #OceanWildlife #AnimalFacts #WildlifeEducation #ConservationMatters #ProtectOurOceans #EcoAwareness",Claim,Pro-Climate,Pro-Climate_62,0.6726711392402649
1269962841291192,"Want to protect your health and your community from toxic air pollution? 📆 Join our webinar to learn about Regulation 30, a set of proposed rules that could finally bring protections against air toxics linked to cancer, asthma and other health problems. 🗓️ Aug. 20 ⏰ 6 p.m. MT For too long, Coloradans have been exposed to toxic pollution, especially communities near highways, factories and oil and gas sites. This is a key moment to push for strong protections for our health and communities. --------------------------------------------------- ¿Quieres proteger tu salud y la de tu comunidad de la contaminación tóxica del aire? 📆 Acompáñanos a nuestro webinar para conocer sobre la Regulación 30, un conjunto de normas propuestas que finalmente podrían brindar protecciones contra los tóxicos del aire relacionados con el cáncer, el asma y otros problemas de salud. 🗓️ 20 de agosto ⏰ 6 p.m. hora de la montaña (MT) Durante mucho tiempo, las personas que viven en Colorado han estado expuestas a la contaminación tóxica, especialmente las comunidades cercanas a carreteras, fábricas industriales y zonas de petróleo y gas. Este es un momento clave para exigir protecciones más estrictas para prote …",Claim,Pro-Climate,Pro-Climate_36,1.0
659530183822652,EPA staff lost their contract overnight. They keep pollution out of our neighborhoods. Join others speaking up.,Claim,Pro-Climate,Pro-Climate_36,1.0
1555648495844700,"The EPA’s proposed repeal of the scientific and legal foundation for vehicle emissions standards could upend climate progress in transportation – progress that has helped to reduce pollution and save lives. EDF’s legal counsel, Vickie Patton, calls the move “one of the most damaging actions...in the history of the Environmental Protection Agency.” Read more:",Claim,Pro-Climate,Pro-Climate_36,1.0
1437287687529876,"Deep dives, and an even deeper commitment to protecting our ocean 🤿🌊 The ocean feeds billions and sustains local economies around the world - yet it increasingly faces threats from pollution, overfishing and more. That’s why @BloombergDotOrg is helping protect the ocean, support sustainable fishing practices, and empower local communities and fisheries - this #InternationalScubaDay and every day.",Claim,Pro-Climate,Pro-Climate_62,1.0
1806835773377720,🌊 Seemingly small changes for our oceans can make a world of difference for our planet and all the creatures that call the seas their home. 🌊 Join Oceana in protecting the future of our oceans today.,Claim,Pro-Climate,Pro-Climate_62,0.5665212273597717
653671383896919,"Our oceans are under attack like never before. Plastic pollution, climate change, and the threat of new offshore drilling. The ocean needs you, we need you. Join Oceana today.",Claim,Pro-Climate,Pro-Climate_62,0.4786817133426666
1429769711572053,"Congresswoman @repyassansari explains why Trump's attack on the endangerment finding, one of the most fundamental pillars of climate protection that we have, threatens EPA's ability to protect us from climate pollution. #mcaf",Claim,Pro-Climate,Pro-Climate_36,1.0
1411121376859734,#ad Still feeling the burn from this bike ride! It’s so worth it to protect our air quality in the Bay Area! Sign up for alerts from @sparetheair to stay informed! Link in bio! 🚴🏾‍♀️,Claim,Pro-Climate,Pro-Climate_36,0.9064214825630188
1274483627692612,"The EPA said greenhouse gases are a risk to public health. Scientists and the courts have affirmed it. Now, Trump’s EPA wants to pretend that climate change isn't a problem. ​This is an epic level of gaslighting.",Claim,Pro-Climate,Pro-Climate_36,1.0
1810457463180194,"The Environmental Protection Agency recently announced plans to eliminate its scientific research arm and fire hundreds of scientists. The scientists that study the air we breathe, the water we drink, and the ecosystems we depend on. Their work provides the foundation of climate policies that keep our communities and wildlife safe. Without this work, the EPA will lose its ability to assess the impact of pollution on public health and the environment. There’s still time to act. Contact your representatives and tell them you oppose firing the scientists who work to protect us.",Claim,Pro-Climate,Pro-Climate_36,1.0
1085858537069203,"“The stakes could not be higher for Americans,” says EDF President Fred Krupp. The Trump administration is attempting to take away the EPA’s power to protect people from climate pollution, but the fight to do so will be long:",Claim,Pro-Climate,Pro-Climate_36,1.0
2262103504249384,"Our leaders should support policies that harness abundant, clean power — rather than sending us back to the grid of the 1950s. EDF’s AVP of Innovation and Technology Policy explains.",Claim,Pro-Climate,Pro-Climate_126,1.0
1095365412004942,"In India, electric buses, and scooters are transforming transportation by cutting pollution and saving people money. The U.S. could do the same, but instead, charging stations are being ripped out and EV incentives slashed. Read on:",Claim,Pro-Climate,Pro-Climate_19,0.7097366452217102
1290772235792757,"Everyone deserves clean air. We need you to help defend clean air by protesting the repeal of last year’s Mercury and Air Toxics Standard (MATS) rule! Pres. Trump’s EPA is proposing to eliminate these public health safeguards that would require air pollution reductions at the Colstrip coal-fired power plant in Montana, a plant with the highest toxic air pollution rate in the nation. Montana communities and Tribes deserve the same basic air quality protections as other coal communities in the country, even if Montana’s Congressional delegation refuses to acknowledge the harm coming from this unchecked mega-polluter. 👉 We really need you to speak up! Tell the EPA that Montanans deserve fewer toxins in our air, too. Submit comments through MEIC’s website by August 11. https://meic.org/bill-tracker/#/229",Claim,Pro-Climate,Pro-Climate_36,0.8770387768745422
1515285619469469,"California leads on climate, but ambition alone isn’t enough. Let’s close the gap between bold goals and bold action, starting now.",Claim,Pro-Climate,Pro-Climate_40,1.0
1512873619887861,"Europeans have been pushing back on overtourism. For many the issue is more than just crowds, it’s also pollution from vessels that visitors ride in on. Is there a way for port cities to have needed cruise dollars and cleaner air?",Claim,Pro-Climate,Pro-Climate_36,0.9598869681358337
1264440948693173,"This summer’s heat isn’t just uncomfortable, it’s dangerous. But instead of addressing the pollution worsening extreme heat, the Trump EPA is working to weaken safeguards, leaving families to deal with the fallout.",Claim,Pro-Climate,Pro-Climate_36,1.0
1157846062818390,"Last year, the EPA took a major step to protect communities from toxic air pollution. Now, the Trump administration is working to undo it. That means more cancer-causing chemicals in the air, and more health risks for families living nearby. Learn more:",Claim,Pro-Climate,Pro-Climate_36,1.0
1167345008746141,This isn’t about politics – it's about your wallet and your well-being. Cuts proposed by the Trump administration likely mean higher energy bills and more pollution in your community. Read more:,Claim,Pro-Climate,Pro-Climate_98,1.0
2160451707766625,"Pollution from burning fossil fuels is making extreme weather worse, driving up costs and hurting our kids. That’s why EDF is defending against the Trump administration’s dangerous attacks on a legal finding that protects us all. Here’s what you need to know about the critically important Endangerment Finding:",Claim,Pro-Climate,Pro-Climate_36,1.0
1272315151047870,"Dangerous heat and dirty air are both health risks. But the Trump administration is trying to roll back the protections meant to stop both, putting everyday families in harm’s way.",Claim,Pro-Climate,Pro-Climate_36,1.0
1285527649900187,"Public lands belong to all of us. But right now, they’re being threatened by privatization, pollution, and the Trump administration’s drill-first agenda. Our nation's irreplaceable public lands and waters deserve better than reckless development. We need your help to defend them! Donate today >>",Claim,Neutral,Neutral_4,1.0
24328396823514377,"In the Trump administration’s latest attack on science, the EPA is shutting down essential research labs where scientists study pollution to help protect our air, water, food and climate. Learn more:",Claim,Pro-Climate,Pro-Climate_36,1.0
725713323678008,"Trump’s EPA has offered some of the nation’s worst polluters a way to evade regulations on brain-damaging mercury, cancer-causing benzene, and 190 other toxic chemicals. Find out if your neighborhood is impacted:",Claim,Pro-Climate,Pro-Climate_36,1.0
1494389855054378,A life-saving EPA rule that was designed to protect communities from toxic air pollution is in jeopardy. Here’s what’s at stake:,Claim,Pro-Climate,Pro-Climate_36,1.0
754521750326386,"In 2024, EDF took a bold leap: Launching #MethaneSAT to track methane pollution from space with unprecedented precision. Two weeks ago, we lost contact with the satellite—but not with the #CutMethane mission. MethaneSAT gave us powerful new tools, groundbreaking data and momentum that continues to fuel the fight to reduce global methane emissions, our best opportunity to slow the rate of global warming within our lifetimes. Now is not the time for caution. We need to push boundaries, embrace innovation, and stay the course—even through setbacks. Because bold risks drive the kind of bold progress we need to protect people and communities from the worst impacts of climate change. More from EDF President Fred Krupp:",Claim,Pro-Climate,Pro-Climate_22,0.5209670662879944
1820344118696669,"Earthjustice President Abigail Dillen writes in Rolling Stone about the impact of the Trump administration’s decision to repeal the Endangerment Finding — the most important provision authorizing the federal government to fight climate change: ​​ “President Donald Trump’s administration has officially put Americans on notice that it will be doing nothing to address climate change. Actually, worse than nothing, the Environmental Protection Agency also announced that it will soon be taking back everything it had done to date to address the biggest source of climate pollution in the country."" ​ ​The EPA is required to protect the American people from dangerous pollution. Trump and EPA Administrator Lee Zeldin are abandoning this mission. ​ ​ We will use every legal means available to challenge this move. We’ll see the Trump administration in court.",Claim,Pro-Climate,Pro-Climate_36,1.0
